ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
92,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム⑧：承認と自己効力感——「誰かの役に立っている」という原動力

**——キャリアコンサルタントの視点から**

ミサキがDMを読んで泣いた場面。あのとき彼女の中で起きていたことを、キャリア心理学の視点から解説します。

**自己効力感の回復**

自己効力感とは、「自分はやればできる」という感覚のことです。心理学者アルバート・バンデューラが提唱した概念で、キャリア形成において最も重要な心理的要素の一つとされています。

ミサキは退職後、自己効力感が底をついていました。

「事務しかできない」「スキルがない」「何者でもない」——これらはすべて、自己効力感の低下を示す言葉です。

フォロワー100人を達成し、感謝のDMをもらったことで、ミサキの自己効力感が回復し始めました。「自分の言葉が、誰かの力になった」という実感が、「自分にもできることがある」という信念を再構築したのです。

**承認の源泉を変える**

会社員時代のミサキは、上司の評価、同僚の反応、業績という「会社が用意した承認システム」の中にいました。

退職すると、その承認システムから切り離されます。誰も「よくやったね」と言ってくれない。誰も「ありがとう」と言ってくれない。

育児は社会的に重要な営みですが、残念ながら「承認」が得にくい領域です。子供は感謝を言語化できないし、社会も「育児お疲れ様」とは言ってくれない。

ミサキがInstagramを通じて得たのは、**会社に依存しない承認**でした。"
93,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
自分の経験を言葉にし、発信し、それに対して「救われました」と言ってもらえた。この承認は、どこかの会社に所属していなくても得られるものです。

**小さな成功体験の積み重ね**

自己効力感を高めるもっとも効果的な方法は、「達成体験」——つまり小さな成功体験の積み重ねです。

ミサキの場合：

- 初めてAIを使えた（第6話）
- 初めて投稿を作れた（第7話）
- 3日休んでも再開できた（第7話）
- 分析して改善できた（第8話）
- フォロワー100人を達成した（第8話）
- 感謝のメッセージをもらえた（第8話）

一つひとつは小さなことです。でも、積み重なると「自分にもできる」という確信になります。

大切なのは、**大きな成功を一度狙うのではなく、小さな成功を何度も経験すること**です。

**会社の評価だけが承認ではない**

最後に一つ。

「誰かの役に立っている」実感は、会社の中だけで得られるものではありません。SNSの発信、ブログ、ボランティア、地域活動、子供の成長——承認の形は無限にあります。

ミサキはたまたまInstagramを選びました。でも、手段は何でもいい。大事なのは、**自分の行動が、誰かの人生に影響を与えている**と感じられること。

その実感があれば、人は前に進めます。

ミサキはもう、「何者でもない自分」ではありません。「100人のフォロワーに言葉を届けている人」です。

次の話で、ミサキはさらに大きな一歩を踏み出すことになります。"
94,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【第8章タイトル】「第8章：初めての振込通知」のタイトルページ。ミサキのスマホに銀行アプリの通知が来ている。「お振込がありました」の文字。ミサキの驚きの表情。背景にキラキラとした光。 セリフ: なし オノマトペ: なし"
95,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): フォロワー200人超。タクヤが収益化の話を切り出す。アフィリエイトの説明。 セリフ: ［タクヤ］の吹き出しに「本当に良いものだけを紹介」 オノマトペ: なし
2コマ目 (中段): ミサキが自分の愛用品を挙げる。電動鼻吸い器、ベビーモニター、抱っこ紐のイラスト。 セリフ: ［ミサキ］の吹き出しに「これなら自信持って薦める」 オノマトペ: なし
3コマ目 (下段): Claudeと一緒にASP登録・商品選定の画面。実体験ベースの紹介文を作成中。 セリフ: なし オノマトペ: カタカタ"
96,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): ミサキが実体験ベースの紹介文を書いている。「5000円は高いと思った。でも夜中の鼻水バトルが3分で終わる」。 セリフ: なし オノマトペ: カタカタ
2コマ目 (上段左): 紹介文のアップ。「デメリットは音がうるさいこと」——嘘がない誠実な文章。 セリフ: ［ミサキ（心の声）］の吹き出しに「正直に書く」 オノマトペ: なし
3コマ目 (下段): 投稿完了。「嘘のない紹介」がミサキのスタイル。 セリフ: なし オノマトペ: ポチッ"
97,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 1週間後。クリック3、成約0の管理画面。ミサキが不安そうに画面を見ている。 セリフ: なし オノマトペ: シーン…
2コマ目 (下段右): 2週間後。クリック11、成約0。まだゼロ。焦りの表情。 セリフ: ［ミサキ（心の声）］の吹き出しに「まだゼロ…」 オノマトペ: なし
3コマ目 (下段左): 3週間目。フォロワー300人超の表示。少しずつ成長している。 セリフ: なし オノマトペ: なし"
98,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【インパクト】4週間目の朝。ミサキがひなたに朝ごはんを食べさせているとき、銀行アプリから通知。「お振込がありました」。スマホ画面のアップ。振込額：1,280円。ミサキの手が震えている。 セリフ: なし オノマトペ: ブルッ"
99,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 振込額1,280円のアップ。千二百八十円。ランチ一回分にも満たない。 セリフ: なし オノマトペ: なし
2コマ目 (中段): でもミサキの手は震えた。人生で初めて「会社以外から」得たお金。誰にも雇われていない。自分で稼いだ。 セリフ: ［ミサキ（心の声）］の吹き出しに「自分で…稼いだ」 オノマトペ: プルプル…
3コマ目 (下段): テーブルに突っ伏して泣くミサキ。会社を辞めたとき泣けなかった。1,280円で泣いている。 セリフ: なし オノマトペ: うわぁぁぁ"
100,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤにZoomで報告するミサキ。泣きながら笑っている。 セリフ: ［タクヤ］の吹き出しに「おめでとう。スタートラインです」 オノマトペ: なし
2コマ目 (下段): ミサキが聞く。タクヤも笑顔で答える。 セリフ: ［タクヤ］の吹き出しに「僕の初振込は320円でした」 オノマトペ: なし"
101,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): ミサキがひなたを抱き上げている。笑顔と涙。 セリフ: ［ミサキ］の吹き出しに「ひなた、ママやったよ」 オノマトペ: なし
2コマ目 (下段小): 通帳のアップ。以前は「減っていく通帳」。今は「増やしていく通帳」。同じ数字。変わったのはミサキ自身。 セリフ: ［ミサキ（心の声）］の吹き出しに「変わったのは私自身」 オノマトペ: なし"
102,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): 以前の通帳。減っていく残高に赤い下向き矢印（回想）。 セリフ: なし オノマトペ: なし
2コマ目 (下段大): 今の通帳。1,280円の振込記録。小さいけれど確かな一歩。ミサキの笑顔。 セリフ: ［ミサキ（心の声）］の吹き出しに「ここから増やしていく」 オノマトペ: なし"
103,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【感情クライマックス】ミサキがひなたを抱きしめて泣いている全身像。テーブルにスマホの振込通知画面。1,280円が人生を変えた瞬間。背景に温かい光。第8章の締めくくり。 セリフ: なし オノマトペ: なし"
104,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / ひなた: ピンクのロンパース
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): テーブルに突っ伏して泣くミサキの姿を引きで見た構図。キッチンの朝の光。 セリフ: なし オノマトペ: えぐっ…えぐっ…
2コマ目 (上段左): ひなたがミサキの頭をぽんぽんと叩いている。無邪気な笑顔。 セリフ: なし オノマトペ: ぽんぽん
3コマ目 (下段): ミサキが顔を上げて泣き笑いしている。ひなたと目が合う。 セリフ: ［ミサキ］の吹き出しに「ありがとう、ひなた」 オノマトペ: にこっ"
105,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
## コラム⑨：「雇われる」以外の選択肢

**——キャリアコンサルタントの視点から**

1,280円。

この金額に、ミサキは泣きました。

キャリアコンサルタントとして多くの方の転機に立ち会ってきましたが、「初めて自分で稼いだ瞬間」ほど感動的な場面はなかなかありません。そしてその金額は、たいてい驚くほど小さい。

でも、その「小さな金額」が持つ意味は、途方もなく大きいのです。

**収入を得る方法は就職だけではない**

日本では長い間、「お金を稼ぐ＝どこかに就職する」が常識でした。学校を出て、会社に入り、給料をもらう。それが「まっとうな稼ぎ方」であり、それ以外は「不安定」「怪しい」と見なされる空気がありました。

しかし現実は大きく変わっています。

副業解禁の流れ、フリーランス保護法の整備、クラウドソーシングの普及、SNSマーケティングの民主化——「雇われないで稼ぐ」ための環境は、この数年で劇的に整いました。

そしてAIの登場により、**「一人で仕事を完結させる」ハードルが大幅に下がりました。**

ミサキは一人で、企画し、文章を書き、デザインを作り、投稿し、分析し、改善した。以前なら、それぞれに専門家が必要な工程です。AIがパートナーになったことで、一人で回せるようになった。

**「会社に頼る」でも「国に頼る」でもない第三の道**

ミサキの物語で繰り返し浮かび上がるテーマがあります。

「制度が追いついていない」——保育園問題、育休の構造的欠陥、在宅勤務の未整備。国の制度は変わるべきですが、変わるスピードは遅い。

「会社が対応してくれない」——リモートワーク不可、復帰支援の不足。会社も変わるべきですが、一社員の声で変わることは稀。"
106,テキストページ,"◆【テキストページ】このページは画像生成不要。EPUB製本時にテキストとして直接レンダリングする。
◆【コラム原文】
では、制度が変わるのを待ち、会社が変わるのを待つしかないのか。

ミサキの答えは「No」でした。

待たない。自分で選択肢を作る。

1,280円は、その選択肢の第一歩です。

**副業・フリーランスの現実**

ここで現実的な話もしておきます。

ミサキのようにSNSとアフィリエイトで稼ぐ方法は、「すぐに大金が稼げる」ものではありません。1,280円を得るまでに、ミサキは約3ヶ月かけています。

時給に換算すると、おそらくコンビニのバイト以下です。

でも、これは「時間を売る」ビジネスではなく、「資産を積み上げる」ビジネスです。

ミサキが寝ている間も、過去の投稿は残っています。過去のリンクは生きています。フォロワーは増え続けています。

コンビニのバイトは、働いた時間分しかお金にならない。ミサキの投稿は、作った後もずっと働き続ける。

この違いは、長期的に見ると非常に大きな差になります。

**自分で選択肢を作る時代**

最後にもう一度強調します。

ミサキは特別な人ではありません。特別なスキルも学歴も人脈もない。事務職を5年間やっていた、普通の人です。

変わったのは、「自分にはできない」という思い込みを手放したこと。そして、AIという新しいパートナーと一緒に、小さな一歩を踏み出したこと。

会社に雇ってもらう。国の制度に守ってもらう。——それも大事です。でも、それだけに頼る時代は終わりつつあります。

**自分の力で選択肢を作ること。**

それが、これからの時代のキャリア戦略です。

ミサキはそれを、1,280円で証明しました。"
107,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_2歳期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのTシャツに白いズボン
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 【エピローグタイトル】「エピローグ：私のキャリアは、私が決める」のタイトルページ。ミサキが窓辺に立っている。朝日が差し込み、パソコンが開かれている。ひなた（2歳）が横で遊んでいる。穏やかで明るい雰囲気。 セリフ: なし オノマトペ: なし"
108,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ひなたは添付のひなた_2歳期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着） / ひなた: ピンクのTシャツに白いズボン
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 初収益から数ヶ月後。ひなたが2歳になった。「ママ、ジュース！」と言葉が増えた。 セリフ: ［ひなた］の吹き出しに「ママ、ジュース！」 オノマトペ: なし
2コマ目 (中段): パソコン画面にInstagramの画面。フォロワー800人超。月の収益2〜3万円の表示。 セリフ: なし オノマトペ: なし
3コマ目 (下段): ミサキが微笑みながら画面を見ている。金額はまだ大きくないけれど、ゼロから自分で積み上げた。 セリフ: ［ミサキ（心の声）］の吹き出しに「ゼロから積み上げた」 オノマトペ: なし"
109,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ピンクのスウェットトレーナーにグレーのルームパンツ、裸足（部屋着）
◆【コマ構成】テンプレ7: 上段左右2コマ + 下段1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右): Claudeと来月の投稿計画を立てているミサキ。パソコン画面。 セリフ: なし オノマトペ: カタカタ
2コマ目 (上段左): ふと退職届を出した日を思い出す。段ボールを抱えてビルを出た回想シーン。セピア調。 セリフ: ［ミサキ（心の声）］の吹き出しに「あの日からどれくらい…」 オノマトペ: なし
3コマ目 (下段): 今のミサキ。パソコンの前で自信を持った表情。あの日とは別人。 セリフ: なし オノマトペ: なし"
110,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ベージュのカーディガンに白Tシャツ、デニムパンツ、白いスニーカー（外出着）
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,ステップ図解,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ママ友のゆかりさんに聞かれるミサキ。カフェのような場所。 セリフ: ［ゆかり］の吹き出しに「今何やってるの？」 オノマトペ: なし
2コマ目 (下段右): ミサキが明るく答えている。 セリフ: ［ミサキ］の吹き出しに「AIで育児の発信してるの」 オノマトペ: なし
3コマ目 (下段左): ゆかりの驚きの表情。 セリフ: ［ゆかり］の吹き出しに「800人！？ 私47人だよ！」 オノマトペ: えーっ！"
