"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"60","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画（42歳男性、短髪の黒髪、黒縁メガネ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): タクヤが真剣な表情で語る。「言語化力」の文字が強調される演出。 セリフ: ［タクヤ］の吹き出しに「はい。日本語だけです。大事なのはプログラミングスキルじゃない。〝何をやりたいか〟を言葉にする力です。これを僕は〝言語化力〟と呼んでいます」 ナレーション: なし オノマトペ: なし
2コマ目 (下): ミサキが手を止めてハッとした表情。 セリフ: なし ナレーション: ［四角枠］ミサキは手を止めた。——言語化力。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""はい。日本語だけです。大事なのはプログラミングスキルじゃない。〝何をやりたいか〟を言葉にする力です。これを僕は〝言語化力〟と呼んでいます""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは手を止めた。——言語化力。""}]"
"61","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画（42歳男性、短髪の黒髪、黒縁メガネ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): タクヤが営業時代の経験とAIの共通点を語る。 セリフ: ［タクヤ］の吹き出しに「営業職の僕にとって、〝お客さんが何を求めているかを言葉にする〟のは日常業務でした。AIを使うのもまったく同じです。〝自分が何をしたいかを言葉にする〟。それだけ」 ナレーション: なし オノマトペ: なし
2コマ目 (下・小): タクヤが力を込めて語る。 セリフ: ［タクヤ］の吹き出しに「逆に言えば、プログラミングができてもAIに何をさせたいかが言葉にできない人は、うまく使えません。コードが書ける・書けないじゃなく、言葉にできる・できないが、AIの時代の分かれ目です」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""営業職の僕にとって、〝お客さんが何を求めているかを言葉にする〟のは日常業務でした。AIを使うのもまったく同じです。〝自分が何をしたいかを言葉にする〟。それだけ""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""逆に言えば、プログラミングができてもAIに何をさせたいかが言葉にできない人は、うまく使えません。コードが書ける・書けないじゃなく、言葉にできる・できないが、AIの時代の分かれ目です""}]"
"62","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの回想。オフィスで上司に報告書を渡している過去のシーン。 セリフ: なし ナレーション: ［四角枠］ミサキは、事務職時代のことを思い出していた。上司に報告書を褒められたことがある。「佐藤さんの報告書はわかりやすい。要点がまとまってる」と。 オノマトペ: なし
2コマ目 (中段): ミサキの事務職スキルのイメージ。書類、整理されたファイル、わかりやすいメール文面。 セリフ: なし ナレーション: ［四角枠］書類を整理すること。情報をわかりやすくまとめること。必要なことを過不足なく伝えること。 オノマトペ: なし
3コマ目 (下段): ミサキの胸元アップ。心臓の鼓動の演出。 セリフ: なし ナレーション: ［四角枠］それは——「言語化力」ではないのか。心臓が、少しだけ速く打った。 オノマトペ: ドクン","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは、事務職時代のことを思い出していた。上司に報告書を褒められたことがある。「佐藤さんの報告書はわかりやすい。要点がまとまってる」と。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""書類を整理すること。情報をわかりやすくまとめること。必要なことを過不足なく伝えること。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""それは——「言語化力」ではないのか。心臓が、少しだけ速く打った。""}]"
"63","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画（42歳男性、短髪の黒髪、黒縁メガネ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン
◆【コマ構成】テンプレ3: 上小下大（上1コマ小＋下1コマ大）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): パソコン画面のタクヤ。ウェビナーの終盤。 セリフ: ［タクヤ］の吹き出しに「最後に一つだけ聞かせてください」 ナレーション: ［四角枠］ウェビナーの終盤。 オノマトペ: なし
2コマ目 (下・大): タクヤが画面越しに真摯に語りかけている。 セリフ: ［タクヤ］の吹き出しに「あなたが本当にやりたいことは何ですか。AIは手段です。AIで何がしたいかは、あなたにしか決められない」 ナレーション: ［四角枠］チャット欄が少し静かになった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""最後に一つだけ聞かせてください""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ウェビナーの終盤。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""あなたが本当にやりたいことは何ですか。AIは手段です。AIで何がしたいかは、あなたにしか決められない""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""チャット欄が少し静かになった。""}]"
"64","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: タクヤは添付のタクヤ.pngと100%同一の外見で描画（42歳男性、短髪の黒髪、黒縁メガネ）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): タクヤが穏やかに微笑みながら語る。 セリフ: ［タクヤ］の吹き出しに「今はわからなくても大丈夫です。僕も最初はわかりませんでした。でも、AIと対話しているうちに、自分が何をやりたかったのか見えてきた」 ナレーション: なし オノマトペ: なし
2コマ目 (下): タクヤの力強い表情。 セリフ: ［タクヤ］の吹き出しに「大事なのは、〝自分にはできない〟と決めつけないことです。できるかどうかは、やってみないとわからない。でも、〝できない〟と決めた瞬間に、可能性はゼロになる」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""今はわからなくても大丈夫です。僕も最初はわかりませんでした。でも、AIと対話しているうちに、自分が何をやりたかったのか見えてきた""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""大事なのは、〝自分にはできない〟と決めつけないことです。できるかどうかは、やってみないとわからない。でも、〝できない〟と決めた瞬間に、可能性はゼロになる""}]"
"65","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの目が潤んでいる。 セリフ: なし ナレーション: ［四角枠］ミサキの目が、熱くなった。——自分にはできない。何度、そう思っただろう。何度、自分の可能性を自分で閉じてきただろう。 オノマトペ: なし
2コマ目 (中段): ミサキの心象風景。「事務しかできない」「特別なスキルがない」「プログラミングは無理」「デザインもできない」の言葉が暗い背景に浮かぶ。 セリフ: なし ナレーション: ［四角枠］事務しかできない。特別なスキルがない。プログラミングは無理。デザインもできない。 オノマトペ: なし
3コマ目 (下段): 暗い言葉が砕けていくイメージ。 セリフ: なし ナレーション: ［四角枠］全部、自分で決めつけていた。 オノマトペ: パリン","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキの目が、熱くなった。——自分にはできない。何度、そう思っただろう。何度、自分の可能性を自分で閉じてきただろう。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""事務しかできない。特別なスキルがない。プログラミングは無理。デザインもできない。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""全部、自分で決めつけていた。""}]"
"66","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上小下大（上1コマ小＋下1コマ大）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): ウェビナー終了。画面が切り替わる。 セリフ: なし ナレーション: ［四角枠］ウェビナーが終わった。——来た。 オノマトペ: なし
2コマ目 (下・大): パソコン画面に料金表。「AIキャリア構築プログラム——3ヶ月間のマンツーマンコーチング」「月額3万円。3ヶ月で9万円」の表示。 セリフ: なし ナレーション: ［四角枠］画面に料金表が映し出された。「AIキャリア構築プログラム——3ヶ月間のマンツーマンコーチング」金額を見た。月額3万円。3ヶ月で9万円。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ウェビナーが終わった。——来た。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""画面に料金表が映し出された。「AIキャリア構築プログラム——3ヶ月間のマンツーマンコーチング」金額を見た。月額3万円。3ヶ月で9万円。""}]"
"67","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上1コマ＋下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキの表情。複雑な思い。 セリフ: なし ナレーション: ［四角枠］……高い。ケンタの給料だけでやりくりしている今、9万円は大きい。ひなたのおむつ代何ヶ月分だろう。でも、ミサキが想像していた「数十万円のスクール」ではなかった。 オノマトペ: なし
2コマ目 (下左): プログラムの内容説明画面。「週1回オンライン面談」「チャット質問し放題」「自分のペースで」。 セリフ: なし ナレーション: ［四角枠］内容を読む。週1回のオンライン面談。チャットでの質問し放題。自分のペースで進められる。 オノマトペ: なし
3コマ目 (下右): タクヤが穏やかに話している。 セリフ: ［タクヤ］の吹き出しに「興味がある方は、申し込みフォームからどうぞ。無理に決める必要はありません。一晩寝て、それでもやりたいと思ったら」 ナレーション: ［四角枠］押し売りの空気はなかった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""……高い。ケンタの給料だけでやりくりしている今、9万円は大きい。ひなたのおむつ代何ヶ月分だろう。でも、ミサキが想像していた「数十万円のスクール」ではなかった。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""内容を読む。週1回のオンライン面談。チャットでの質問し放題。自分のペースで進められる。""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""興味がある方は、申し込みフォームからどうぞ。無理に決める必要はありません。一晩寝て、それでもやりたいと思ったら""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""押し売りの空気はなかった。""}]"
"68","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキがパソコンを閉じる。 セリフ: なし ナレーション: ［四角枠］ミサキはパソコンを閉じた。リビングの時計を見る。10時15分。 オノマトペ: パタン
2コマ目 (下): 時計のクローズアップ。10時15分。 セリフ: なし ナレーション: ［四角枠］ウェビナーは予定通り60分で終わった。延長して購買意欲を煽ることもなかった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキはパソコンを閉じた。リビングの時計を見る。10時15分。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ウェビナーは予定通り60分で終わった。延長して購買意欲を煽ることもなかった。""}]"
"69","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキが布団の中で天井を見つめている。「9万円」の数字が脳裏に浮かぶ演出。 セリフ: なし ナレーション: ［四角枠］その夜、ミサキは眠れなかった。9万円。通帳の残高が頭をよぎる。毎月減っていく数字。節約を続ける日々。 オノマトペ: なし
2コマ目 (下・小): ミサキの葛藤する表情。 セリフ: なし ナレーション: ［四角枠］——こんな状況で9万円も使うなんて、無責任じゃないか。でも——。——このまま何もしなかったら、何も変わらない。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""その夜、ミサキは眠れなかった。9万円。通帳の残高が頭をよぎる。毎月減っていく数字。節約を続ける日々。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""——こんな状況で9万円も使うなんて、無責任じゃないか。でも——。——このまま何もしなかったら、何も変わらない。""}]"
"70","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの想像。データ入力をし続ける未来のイメージ。 セリフ: なし ナレーション: ［四角枠］データ入力で月3万円。アンケートで月5,000円。そんな「延命措置」を続けて、5年後、10年後、どうなっている？ オノマトペ: なし
2コマ目 (中段): 未来のイメージ。ハローワークの求人票を見る年を取ったミサキのシルエット。 セリフ: なし ナレーション: ［四角枠］ひなたが小学校に上がる頃、また事務のパートを探す？ ブランクは何年になっている？ その頃には30代後半。40代も見えてくる。未経験の30代後半を雇ってくれる会社が、いくつある？ オノマトペ: なし
3コマ目 (下段): ミサキが布団の中で天井を見つめている。 セリフ: なし ナレーション: ［四角枠］ミサキは布団の中で天井を見つめた。9万円で何かが変わる保証はない。でも、何もしなければ何も変わらないのは確実だった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""データ入力で月3万円。アンケートで月5,000円。そんな「延命措置」を続けて、5年後、10年後、どうなっている？""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたが小学校に上がる頃、また事務のパートを探す？ ブランクは何年になっている？ その頃には30代後半。40代も見えてくる。未経験の30代後半を雇ってくれる会社が、いくつある？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは布団の中で天井を見つめた。9万円で何かが変わる保証はない。でも、何もしなければ何も変わらないのは確実だった。""}]"
"71","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_2歳期.pngと100%同一の外見で描画（2歳女の子、短い黒髪のおかっぱ、ピンクのTシャツに白いズボン）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上大下小（上1コマ大＋下1コマ小）
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ひなたの寝息が聞こえる暗い部屋。ミサキが小さな寝顔を想像しながら考えている。 セリフ: なし ナレーション: ［四角枠］ひなたの部屋から、小さな寝息が聞こえる。この子が大きくなったとき、「ママは何をしているの？」と聞かれる。そのとき、何と答えたい？ オノマトペ: すぅ…すぅ…
2コマ目 (下・小): ミサキの想像。二つの未来が分かれている演出。 セリフ: なし ナレーション: ［四角枠］「パートで事務やってるよ」——それが悪いわけじゃない。でも、それが「仕方なく選んだ答え」だったら。「自分で仕事をしてるよ」——そう言えたら。胸を張って言えたら。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたの部屋から、小さな寝息が聞こえる。この子が大きくなったとき、「ママは何をしているの？」と聞かれる。そのとき、何と答えたい？""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""「パートで事務やってるよ」——それが悪いわけじゃない。でも、それが「仕方なく選んだ答え」だったら。「自分で仕事をしてるよ」——そう言えたら。胸を張って言えたら。""}]"
"72","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。

◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画（32歳女性、ショートボブの黒髪、丸顔）
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキが布団から手を出してスマホを取る。 セリフ: なし ナレーション: ［四角枠］ミサキは布団から手を出して、スマホを取った。ウェビナーの確認メールを開く。申し込みフォームのリンクがある。 オノマトペ: なし
2コマ目 (中段): スマホを持つ手のクローズアップ。指が震えている。 セリフ: なし ナレーション: ［四角枠］指が震えた。退職届を書いたときと、同じ震え。でも、あのときの震えは「失う恐怖」だった。今の震えは——「始める恐怖」だ。 オノマトペ: プルプル
3コマ目 (下段): ミサキの指が申し込みボタンを押す瞬間。 セリフ: なし ナレーション: ［四角枠］ミサキは申し込みボタンを押した。 オノマトペ: ポチッ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは布団から手を出して、スマホを取った。ウェビナーの確認メールを開く。申し込みフォームのリンクがある。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""指が震えた。退職届を書いたときと、同じ震え。でも、あのときの震えは「失う恐怖」だった。今の震えは——「始める恐怖」だ。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは申し込みボタンを押した。""}]"
