ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
80,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上小・下大の2コマ構成、読み順は上→下
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): ミサキが月収8万円の数字を見つめながら、心の中で計算している表情。思考の吹き出し。 セリフ: ［ミサキ］の吹き出しに「パート代くらいは…」 オノマトペ: なし
2コマ目 (下・大): 回想シーン。かつての職場で時短勤務の同僚が「月12万」と話していた場面をミサキが思い出している。回想は少しセピア調。現在のミサキが前を向いて歩き出す姿と重なる。背景に道が続くイメージ。 セリフ: ［ミサキ］の吹き出しに「もうすぐ届く…！」 オノマトペ: なし"
81,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): タイトルページ。夕食のダイニング、温かい家庭料理が並ぶテーブルでミサキが満面の笑顔で食事している。目がキラキラ輝いており、以前の疲れ切った表情とは別人のよう。背景に花のエフェクトと温かい光。◆【絶対最優先】画面上部に大きく装飾文字で「第9話」、その下に「AIの文章がバレた日」のタイトル文字を必ず描画してください。タイトルは画像内で最も目立つ要素にしてください。 セリフ: なし オノマトペ: なし"
82,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 大きな右肩上がりの収入グラフを背景に、ミサキが正面を向いて立っている。グラフはオレンジと黄色のグラデーションで力強く上昇。ミサキは希望に満ちた表情で、胸の前で両手を軽く握っている。周囲にキラキラとした光のパーティクル。明るく前向きな未来を感じさせる構図。 セリフ: ［ミサキ］の吹き出しに「事務しかできないと思ってたのに」 オノマトペ: なし"
83,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 10月。ミサキがスマホを手に持ち、Instagramのコメント欄を見て固まっている。画面には「最近なんか機械的…」「前の方が好き」というコメントが見える。ミサキは【衝撃】の表情で目を見開いている。背景は暗めのトーンで不安を演出。 セリフ: ［ミサキ］の吹き出しに「え…そんな風に見えてたの」 オノマトペ: ガーン"
84,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがPCの前で過去の投稿を振り返っている。画面にはAIが生成した文章が並ぶ。【反省】の表情。 セリフ: ［ミサキ］の吹き出しに「全部AIに任せっきりだった」 オノマトペ: なし
2コマ目 (中段): ミサキの手元アップ。スマホに表示された自分の投稿文を読み返している。どの投稿も似たような文体。【気づき】の表情。 セリフ: ［ミサキ］の吹き出しに「どれも同じ文章に見える…」 オノマトペ: ハッ
3コマ目 (下段): ミサキが両手で顔を覆い、机に突っ伏している。【後悔】の表情。 セリフ: ［ミサキ］の吹き出しに「自分の言葉で書いてない…」 オノマトペ: ズーン"
85,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがオンライン通話でタクヤに相談している。ミサキは【悩み】の表情でスマホを見せている。 セリフ: ［ミサキ］の吹き出しに「AIの文章がバレました…」 オノマトペ: なし
2コマ目 (下段): タクヤが穏やかな【優しい】表情で語りかけている。画面越しに温かい雰囲気。 セリフ: ［タクヤ］の吹き出しに「想いはミサキさんにしか書けない」 オノマトペ: なし"
86,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマ（読み順: 上→下右→下左）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): タクヤが真剣な表情で語っている。背景にAIのアイコンと人間のシルエットが対比的に描かれる。 セリフ: ［タクヤ］の吹き出しに「AIは東大生より優秀。でも想いは人間だけのもの」 オノマトペ: なし
2コマ目 (下右): ミサキがタクヤの言葉を聞いて深く頷いている。【納得】の表情。目に光が戻っている。 セリフ: ［ミサキ］の吹き出しに「伝えたいことは私が決める」 オノマトペ: コクッ
3コマ目 (下左): ミサキの顔アップ。【決意】の力強い表情。瞳に炎が灯るような演出。集中線。 セリフ: ［ミサキ］の吹き出しに「もう一度、自分の言葉で」 オノマトペ: ギュッ"
87,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大・下小
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上大): 夜のリビング。ミサキがPCに向かい、AIを使わずに自分の言葉で文章を打ち込んでいる。画面には「夜中の授乳で何度も泣いた」という文章が見える。【真剣】な横顔。手元にはコーヒーカップ。温かい照明。 セリフ: ［ミサキ］の吹き出しに「あの夜のこと、ちゃんと伝えたい」 オノマトペ: カタカタ
2コマ目 (下小): ミサキの手元アップ。キーボードを打つ指。涙が一粒キーボードに落ちる。【感情があふれる】瞬間。 セリフ: なし オノマトペ: ポタッ"
88,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがAIチャット画面に自分で書いた文章を貼り付けている。「これを読みやすく整えて」と指示。【前向き】な表情。 セリフ: ［ミサキ］の吹き出しに「想いは私の言葉。整えるのはAI」 オノマトペ: カチッ
2コマ目 (中段): スマホでInstagramに投稿するミサキ。投稿ボタンを押す瞬間。【期待と緊張】の表情。 セリフ: ［ミサキ］の吹き出しに「いける…今度こそ」 オノマトペ: ポチッ
3コマ目 (下段): スマホ画面にいいね800、コメント120の通知が次々と表示される。ミサキが両手でスマホを持ち【歓喜】の表情。背景にキラキラした効果。過去最大の反響。 セリフ: ［ミサキ］の吹き出しに「過去最高！嘘みたい！」 オノマトペ: ドドドド"
89,テンプレ7,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ7: 上左右2コマ+下1コマ（読み順: 上右→上左→下）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上右): ミサキが【自信】に満ちた表情で語っている。背景に「想い=人間」「作業=AI」という図解。 セリフ: ［ミサキ］の吹き出しに「想いは自分で書く。作業はAIに」 オノマトペ: なし
2コマ目 (上左): タクヤが【満足げ】に微笑んでいる。腕を組んで頷く。 セリフ: ［タクヤ］の吹き出しに「それがAIを使いこなすこと」 オノマトペ: ニコッ
3コマ目 (下): ミサキとタクヤがオンライン画面越しに握手のポーズをしている。明るい背景、達成感のある雰囲気。光が差し込む演出。 セリフ: ［ミサキ］の吹き出しに「ありがとうございます！」 オノマトペ: パァッ"
90,テンプレ3,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上小・下大
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上小): ミサキのスマホにLINE通知。ママ友からのメッセージ「ミサキちゃんのInstagramすごい！うちのも手伝って！」が表示されている。 セリフ: なし オノマトペ: ピロン♪
2コマ目 (下大): ミサキが【驚き】と【喜び】の表情でスマホを見つめている。目がキラキラ輝いている。初めての運用代行の仕事の予感。背景に花が咲くような明るい演出。 セリフ: ［ミサキ］の吹き出しに「これって…仕事の依頼！？」 オノマトペ: キラーン"
91,テンプレ1,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): タイトルページ。12月の明るいリビング。よちよち歩きの赤ちゃん（ユウくん）がミサキに向かって「ままっ」と両手を広げて歩いてくる。ミサキが涙ぐみながら【感動】の表情で両手を広げてユウくんを抱き上げようとしている。窓から冬の柔らかい光が差し込む。1年間の成長を感じさせる温かいシーン。◆【絶対最優先】画面上部に大きく装飾文字で「第10話」、その下に「私の会社」のタイトル文字を必ず描画してください。タイトルは画像内で最も目立つ要素にしてください。 セリフ: ［ミサキ］の吹き出しに「ユウくん…大きくなったね」 オノマトペ: トコトコ"
92,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): PC画面にAI秘書からの年次レポートが表示されている。ミサキが画面を覗き込んでいる。【期待】の表情。 セリフ: ［ミサキ］の吹き出しに「年次レポート…ドキドキ」 オノマトペ: なし
2コマ目 (中段): レポート画面のアップ。右肩上がりの棒グラフと成長曲線が表示されている。グラフの上に大きく「15,200人」と表示。◆【重要】「人」以外の単位を使わないでください。「15,200人」のみ表示。 セリフ: なし オノマトペ: ドーン
3コマ目 (下段): 各収入源の一覧が表示された画面。4つの項目がリスト表示されている。◆【重要】画面内に数字や金額は表示しないでください。項目名のみ表示。ミサキが【満足】の表情で見つめている。 セリフ: ［ミサキ］の吹き出しに「こんなに増えてたんだ…」 オノマトペ: なし"
93,テンプレ4,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大・下小
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上大): PC画面に「合計月収：169,000円」と大きく表示されている。その横に「会社員時代の手取り：200,000円」との比較。あと少しで届く距離。ミサキが画面を見て【震える感動】の表情。両手が小刻みに震えている。 セリフ: ［ミサキ］の吹き出しに「あと3万…もう少しで届く」 オノマトペ: ブルブル
2コマ目 (下小): ミサキの震える手のアップ。涙が一筋頬を伝っている。【込み上げる想い】の表現。 セリフ: ［ミサキ］の吹き出しに「ここまで来たんだ…」 オノマトペ: ポロッ"
94,テンプレ6,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマ（読み順: 上→下右→下左）
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 年末のオンラインセッション。タクヤとミサキが画面越しに向き合っている。温かい雰囲気の背景。クリスマスの飾りが少し見える。 セリフ: ［タクヤ］の吹き出しに「年末の振り返りをしましょう」 オノマトペ: なし
2コマ目 (下右): タクヤが【誇らしげ】な表情でミサキに伝えている。 セリフ: ［タクヤ］の吹き出しに「もう立派な経営者ですよ」 オノマトペ: なし
3コマ目 (下左): ミサキが画面に向かって深くお辞儀をしている。【感謝】の気持ちが溢れている。目に涙が光っている。 セリフ: ［ミサキ］の吹き出しに「タクヤさんのおかげです」 オノマトペ: ペコリ"
95,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、タクヤは添付のタクヤ_20260329_224437.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。タクヤは白い無地シャツにベージュチノパン
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが手を横に振りながら【穏やか】に話している。 セリフ: ［タクヤ］の吹き出しに「行動したのはミサキさん自身」 オノマトペ: なし
2コマ目 (中段): タクヤが指を立てて力強く語っている。背景にミサキのこれまでの歩みがフラッシュバック的に描かれる（ブログ開始、Instagram、電子書籍など）。 セリフ: ［タクヤ］の吹き出しに「全部自分で決めて行動した結果です」 オノマトペ: なし
3コマ目 (下段): タクヤが【温かい微笑み】で締めくくる。ミサキは涙を拭きながら笑顔。 セリフ: ［タクヤ］の吹き出しに「AIは最初から優秀。変わったのはミサキさん」 オノマトペ: なし"
96,テンプレ2,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、ケンタは添付のケンタ_20260329_224440.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。ケンタはグレーTシャツにネイビースウェットパンツ
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 夕食の食卓。ミサキとケンタが向かい合って座っている。温かい家庭の雰囲気。ミサキが【決心】した表情で切り出す。 セリフ: ［ミサキ］の吹き出しに「もう会社に戻らなくていいかも」 オノマトペ: なし
2コマ目 (下段): ケンタが箸を止めて【驚き】の表情。目を見開いている。 セリフ: ［ケンタ］の吹き出しに「…え？」 オノマトペ: ピタッ"
97,テンプレ5,"◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ_20260329_224433.pngと100%同一の外見で描画、ケンタは添付のケンタ_20260329_224440.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキはボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー。ケンタはグレーTシャツにネイビースウェットパンツ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】副業に最適化した統一スタイル。親しみやすく実践的、現代的なライフスタイル表現。明るく前向きな色調、オレンジ・青・黄色基調、活力ある配色。親しみやすい柔らかな線、カジュアルで読みやすい表現。パソコン作業、スマホ、時計、収入の可視化、ステップ図解、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがスマホで収入の画面を見せている。月収16万9千円の数字が表示されている。【誇らしい】表情。 セリフ: ［ミサキ］の吹き出しに「今これだけ稼げてるの」 オノマトペ: なし
2コマ目 (中段): ケンタが頭をかきながら【照れ笑い】。感心した様子。 セリフ: ［ケンタ］の吹き出しに「すごいな…お前」 オノマトペ: ポリポリ
3コマ目 (下段): ミサキとケンタが見つめ合って笑っている。ミサキの目が少し赤い（泣いた跡）。温かい食卓の光。【幸せ】な空気。 セリフ: ［ミサキ］の吹き出しに「ケンタのおかげでもあるよ」 オノマトペ: なし"
