"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"86","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキがパソコンの前で深呼吸している。穏やかな表情。投稿を書き終えた後の安堵感。 セリフ: なし ナレーション: ［四角枠］投稿するたびに、ミサキ自身がカタルシスを感じていた。書くことで、整理される オノマトペ: ふぅ…
2コマ目 (下段): ミサキが微笑んでいる。窓の外に夕焼け。 セリフ: なし ナレーション: ［四角枠］整理されることで、少しだけ楽になる オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""投稿するたびに、ミサキ自身がカタルシスを感じていた。書くことで、整理される""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""整理されることで、少しだけ楽になる""}]"
"87","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): ミサキがパソコンに向かっている。画面には「名刺がなくなった日」というタイトル。真剣な表情で文章を練っている。 セリフ: なし ナレーション: ［四角枠］転換から2週間後。その日の投稿テーマは「名刺がなくなった日」 オノマトペ: カタカタ
2コマ目 (下段小): Claudeとのやり取り画面。何度も書き直した形跡。 セリフ: なし ナレーション: ［四角枠］退職した日のことを書いた。Claudeに体験を伝えて、一緒に文章を練った。何度も書き直した オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""転換から2週間後。その日の投稿テーマは「名刺がなくなった日」""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""退職した日のことを書いた。Claudeに体験を伝えて、一緒に文章を練った。何度も書き直した""}]"
"88","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ミサキの回想。退職日のオフィス。段ボールを持って廊下を歩くシルエット。 セリフ: なし ナレーション: ［四角枠］段ボール一つに収まった5年間。「私、何者なんだろう」と思った夜のこと オノマトペ: なし
2コマ目 (下段大): スマホの投稿画面のアップ。「肩書きがなくなって、""何者でもない自分""に怯えた。でも今、私は名刺なしで、自分の言葉を発信している。まだ何者にもなれていないけど、何者かになろうとしている途中にはいる」 セリフ: なし ナレーション: ［四角枠］投稿した。いつもと同じように オノマトペ: ポチッ","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""段ボール一つに収まった5年間。「私、何者なんだろう」と思った夜のこと""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""投稿した。いつもと同じように""}]"
"89","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 翌朝、ベッドの中でスマホを見たミサキが目を見開いている。スマホの画面から通知がたくさん飛び出すような演出。背景に集中線。驚愕の表情。 セリフ: ［ミサキ］の吹き出しに「え……何？」 ナレーション: ［四角枠］翌朝、スマホの通知が止まらなかった オノマトペ: ブブブブブ","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""え……何？""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""翌朝、スマホの通知が止まらなかった""}]"
"90","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): スマホ画面のアップ。いいね数「213」。普段の10倍。 セリフ: なし ナレーション: ［四角枠］いいねが200を超えていた。普段の10倍 オノマトペ: なし
2コマ目 (中段): コメント一覧。20件以上。スクロールしても終わらない。 セリフ: なし ナレーション: ［四角枠］コメントが20件以上。リポストされている オノマトペ: なし
3コマ目 (下段): ミサキが震える手でスマホを持っている。 セリフ: なし ナレーション: ［四角枠］ミサキは震える手でコメントを読んだ オノマトペ: ブルブル","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""いいねが200を超えていた。普段の10倍""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""コメントが20件以上。リポストされている""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは震える手でコメントを読んだ""}]"
"91","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): コメントのアップ①。「泣きました。私も退職して、何者でもなくなった気がしてた」 セリフ: なし ナレーション: なし オノマトペ: なし
2コマ目 (下段左): コメントのアップ②。「名刺がない自分に慣れるのに2年かかった。この投稿に出会いたかった」 セリフ: なし ナレーション: なし オノマトペ: なし
3コマ目 (下段右): コメントのアップ③。「今まさに辞めるか迷ってる。この投稿、保存した」「旦那に見せた。""わかる""って言ってた」 セリフ: なし ナレーション: ［四角枠］胸が熱くなった オノマトペ: なし","[{""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""胸が熱くなった""}]"
"92","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ2: 上下均等2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): フォロワー数の推移グラフのイメージ。小バズをきっかけに急上昇。3日間で30人増加。 セリフ: なし ナレーション: ［四角枠］その小バズをきっかけに、フォロワーが一気に増えた。3日間で30人 オノマトペ: なし
2コマ目 (下段): カレンダーの日付が進んでいく演出。フォロワーが着実に増えていく。 セリフ: なし ナレーション: ［四角枠］そして—— オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""その小バズをきっかけに、フォロワーが一気に増えた。3日間で30人""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""そして——""}]"
"93","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): 夜のリビング。パジャマ姿のミサキがスマホを持ち、画面を見つめている。画面にフォロワー数「100」が大きく光っている。ミサキの目に涙が浮かんでいる。周囲に小さな光の粒が舞う演出。 セリフ: ［ミサキ］の吹き出しに「……100人」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……100人""}]"
"94","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの内心。インフルエンサーのフォロワー数のイメージ（数十万）と対比する「100」の数字。 セリフ: なし ナレーション: ［四角枠］たった100人。インフルエンサーから見たら、誤差みたいな数字 オノマトペ: なし
2コマ目 (中段): ミサキの柔らかい表情。 セリフ: なし ナレーション: ［四角枠］でも、100人の人が、自分の言葉を読みたいと思ってフォローしてくれた オノマトペ: なし
3コマ目 (下段): ミサキがスマホを胸に抱きしめている。 セリフ: なし ナレーション: ［四角枠］100人の、本物の人間。ミサキは画面を見つめたまま、しばらく動けなかった オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""たった100人。インフルエンサーから見たら、誤差みたいな数字""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""でも、100人の人が、自分の言葉を読みたいと思ってフォローしてくれた""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""100人の、本物の人間。ミサキは画面を見つめたまま、しばらく動けなかった""}]"
"95","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ6: 上段1コマ + 下段左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 翌日のオンライン面談。ミサキが嬉しそうに報告。 セリフ: ［ミサキ］の吹き出しに「佐々木さん、フォロワー100人になりました」 ナレーション: なし オノマトペ: なし
2コマ目 (下段左): タクヤの顔がほころんでいる。 セリフ: ［タクヤ］の吹き出しに「おめでとうございます。100人、すごいじゃないですか」 ナレーション: なし オノマトペ: なし
3コマ目 (下段右): ミサキが謙遜。 セリフ: ［ミサキ］の吹き出しに「いえ、まだ100人で……」 ［タクヤ］の吹き出しに「""まだ""じゃないですよ。最初の100人が、一番大変なんです」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""佐々木さん、フォロワー100人になりました""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""おめでとうございます。100人、すごいじゃないですか""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""いえ、まだ100人で……""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""\""まだ\""じゃないですよ。最初の100人が、一番大変なんです""}]"
"96","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): タクヤが真剣に。 セリフ: ［タクヤ］の吹き出しに「数字より大事なことがあります。2ヶ月前の自分を思い出してください」 ナレーション: なし オノマトペ: なし
2コマ目 (中段): ミサキの回想。2ヶ月前、泣きながら「事務しかやったことない私に、何ができるの」と言っている自分の姿。暗いトーン。 セリフ: なし ナレーション: ［四角枠］2ヶ月前。AIなんて触ったことがなかった。「何ができるの」と泣いていた オノマトペ: なし
3コマ目 (下段): タクヤが微笑んでいる。 セリフ: ［タクヤ］の吹き出しに「2ヶ月前の佐藤さんに、今の自分を見せたら、何て言うと思いますか？」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""数字より大事なことがあります。2ヶ月前の自分を思い出してください""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""2ヶ月前。AIなんて触ったことがなかった。「何ができるの」と泣いていた""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""2ヶ月前の佐藤さんに、今の自分を見せたら、何て言うと思いますか？""}]"
"97","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画, タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー / タクヤ: 白い無地のシャツにベージュのチノパン、茶色の革靴
◆【コマ構成】テンプレ3: 上段小→下段大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段小): ミサキが少し泣きそうな笑顔。 セリフ: ［ミサキ］の吹き出しに「……""嘘でしょ""って言うと思います」 ナレーション: なし オノマトペ: なし
2コマ目 (下段大): タクヤが温かい笑顔で。画面越しにミサキを見守っている。 セリフ: ［タクヤ］の吹き出しに「でしょう？ それが、佐藤さんが歩いた距離です」 ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……\""嘘でしょ\""って言うと思います""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""でしょう？ それが、佐藤さんが歩いた距離です""}]"
"98","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 夜、スマホに通知。DM受信。知らないアカウントから。 セリフ: なし ナレーション: ［四角枠］その夜、ミサキのInstagramにDMが届いた。2歳の子供がいるママだった オノマトペ: ピロン
2コマ目 (中段): DMの内容①。「ミサキさんの投稿をずっと読んでいました。特に""名刺がなくなった日""の投稿に、すごく救われました」 セリフ: なし ナレーション: なし オノマトペ: なし
3コマ目 (下段): DMの内容②。「私も去年退職して、今ワンオペで育児をしています。毎日同じことの繰り返しで、社会から切り離された気がしていました」 セリフ: なし ナレーション: なし オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""その夜、ミサキのInstagramにDMが届いた。2歳の子供がいるママだった""}]"
"99","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ4: 上段大→下段小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段大): DMの続き。「ミサキさんの投稿を読んで、同じ気持ちの人がいるんだって。一人じゃないんだって。勇気をもらいました。ありがとうございます」 セリフ: なし ナレーション: なし オノマトペ: なし
2コマ目 (下段小): ミサキがスマホを持ったまま涙を流している。画面の文字が滲んでいる。 セリフ: なし ナレーション: ［四角枠］文字が滲んだ。涙だった オノマトペ: ぽろ…","[{""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""文字が滲んだ。涙だった""}]"
"100","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ1: ページ全体1コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (ページ全体): ミサキがスマホを胸に当て、涙を流しながらも笑顔を浮かべている。背景に温かい光が広がる。心の中に光が灯るような演出。 セリフ: ［ミサキ］の吹き出しに「私の経験が……誰かの役に立ってる」 ナレーション: ［四角枠］退職して以来、ずっと感じていなかったもの——自分が誰かの力になっている、という実感 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""私の経験が……誰かの役に立ってる""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""退職して以来、ずっと感じていなかったもの——自分が誰かの力になっている、という実感""}]"
"101","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: 薄いピンクのパジャマ
◆【コマ構成】テンプレ5: 上・中・下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: パソコン作業,スマホ,時計,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): ミサキの回想。会社員時代、同僚に「助かったよ」と言われている場面。明るいトーン。 セリフ: なし ナレーション: ［四角枠］会社員時代は、仕事をすれば「ありがとう」と言ってもらえた オノマトペ: なし
2コマ目 (中段): 退職後の日常。一人でオムツを替え、一人で離乳食を作るミサキ。暗いトーン。 セリフ: なし ナレーション: ［四角枠］退職してからは、誰からも「ありがとう」と言われることがなくなった オノマトペ: なし
3コマ目 (下段): スマホのDMメッセージ「救われました」の文字が光っている。 セリフ: なし ナレーション: ［四角枠］それが——見ず知らずの人から「救われました」と言われた オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""会社員時代は、仕事をすれば「ありがとう」と言ってもらえた""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""退職してからは、誰からも「ありがとう」と言われることがなくなった""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""それが——見ず知らずの人から「救われました」と言われた""}]"
