ページ番号,使用するコマ割りテンプレ,漫画作成のプロンプト
"77","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 三人がホワイトボードの前でAI導入計画を立てている。高橋がアイデアを出し、凛が整理し、美咲がメモ。チームワークの良さ。背景にストライプ模様。 セリフ: ［高橋］の吹き出しに「営業チームにもAIを導入する」 オノマトペ: なし
2コマ目 (中段): 凛がスケジュールを提案。背景にドット模様。 セリフ: ［凛］の吹き出しに「まず1ヶ月のトライアルから」 オノマトペ: なし
3コマ目 (下段): 美咲が元気よく応えている。三人の明るい表情。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「マニュアルも私が作ります」 オノマトペ: なし"
"78","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 美咲が社内用のAI活用マニュアルをAIと一緒に作成。PC画面にマニュアルのレイアウト。背景にドット模様。 セリフ: ［美咲］の吹き出しに「マニュアルもAIで効率化」 オノマトペ: なし
2コマ目 (上段左側): 完成したマニュアルが印刷されきれいに並んでいる。美咲が満足げ。背景に水玉模様。 セリフ: ［美咲］の吹き出しに「これで皆に配れる」 オノマトペ: なし
3コマ目 (下段): 美咲がマニュアルを同僚たちに配っている。同僚たちが興味深そうに受け取っている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「AI活用ガイドです」 オノマトペ: ぱぁっ"
"79","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 高橋がチームメンバーにAIの使い方を教えている。以前は否定的だった高橋が教える側に。凛が後方で満足そうに見ている。背景にストライプ模様。 セリフ: ［高橋］の吹き出しに「まず無料版を入れてみろ」 オノマトペ: なし
2コマ目 (中段): チームメンバーが次々とAIツールを試している。活気ある雰囲気。背景にドット模様。 セリフ: なし オノマトペ: なし
3コマ目 (下段): 凛が高橋に小声で話しかけている。二人とも微笑み。背景にグラデーション。 セリフ: ［凛］の吹き出しに「高橋さん、教え方上手ですね」 オノマトペ: なし"
"80","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第4章の締めくくり。オフィスのフロア全体の俯瞰ショット。多くの社員がAIツールを活用して効率的に働いている。中央に美咲・高橋・凛の三人が笑顔で立っている。オフィスは活気に満ちている。背景にフラッシュエフェクトと光の粒子。 セリフ: なし オノマトペ: なし"
"81","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第5章タイトルページ。「第5章 まとめ - 先行者優位という最大のチャンス」の文字スペース。三人が窓辺に立ち遠くを見つめている。窓の外には朝日が昇る都市の風景。希望と可能性を感じさせる構図。背景にオレンジ色のグラデーション。 セリフ: なし オノマトペ: なし"
"82","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 「3ヶ月後」というテロップ。高橋がデスクでAIを使ってデータ分析。以前とは別人のように生き生きとした表情。背景にストライプ模様。 セリフ: なし オノマトペ: なし
2コマ目 (中段): 高橋のPC画面に営業データの分析結果。右肩上がりのグラフ。高橋が満足げ。背景にドット模様。 セリフ: ［高橋］の吹き出しに「成約率が上がっている」 オノマトペ: なし
3コマ目 (下段): 高橋が営業チームの前で成果報告。チームメンバーが拍手。背景にフラッシュエフェクト。 セリフ: ［高橋］の吹き出しに「AI導入から3ヶ月の成果だ」 オノマトペ: パァァ"
"83","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲がPCで「AIポートフォリオ」を整理。AI活用実績が一覧になっている。背景にストライプ模様。 セリフ: ［美咲］の吹き出しに「こんなに実績が積み上がった」 オノマトペ: なし
2コマ目 (下段右側): 美咲のポートフォリオ画面のアップ。メール作成、プレゼン資料、データ分析、マニュアル作成など多様な成果物。背景にドット模様。 セリフ: なし オノマトペ: なし
3コマ目 (下段左側): 美咲が自分の成長を実感して微笑んでいる。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「3ヶ月で別人になれた」 オノマトペ: ぱぁっ"
"84","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 三人が再び休憩室に集まっている。凛がタブレットを手に話を始めている。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「歴史のパターンを知ってる？」 オノマトペ: なし
2コマ目 (中段): 凛のタブレットに歴史の年表。「電卓→PC→ネット→AI」と技術革新の流れ。背景に半円模様。 セリフ: ［凛］の吹き出しに「技術革新には共通点がある」 オノマトペ: なし
3コマ目 (下段): 美咲と高橋が真剣に聞いている。二人とも興味深い表情。背景にグラデーション。 セリフ: ［高橋］の吹き出しに「どんな共通点だ？」 オノマトペ: なし"
"85","テンプレ7","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ7: 上段左右2コマ＋下段1コマ、読み順は上段右側→上段左側→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段右側): 凛がタブレットで電卓の登場した時代の話。「電卓登場→計算係が消えた」。背景にドット模様。 セリフ: ［凛］の吹き出しに「電卓で計算係が消えた」 オノマトペ: なし
2コマ目 (上段左側): 凛がインターネットの話。「ネット登場→新産業が生まれた」。背景に水玉模様。 セリフ: ［凛］の吹き出しに「ネットは新産業を生んだ」 オノマトペ: なし
3コマ目 (下段): 凛が力強い表情で語る。背景にフラッシュエフェクト。 セリフ: ［凛］の吹き出しに「今AIが同じことを起こしてる」 オノマトペ: なし"
"86","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛が語り続けている。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「共通点は先行者が勝つこと」 オノマトペ: なし
2コマ目 (中段): 高橋が深く頷いている。自分の経験と重ね合わせている表情。背景にドット模様。 セリフ: ［高橋］の吹き出しに「確かに…IT化に乗り遅れた会社は」 オノマトペ: なし
3コマ目 (下段): 凛が美咲と高橋を見ながら語る。背景にグラデーション。 セリフ: ［凛］の吹き出しに「だから今始めることに意味がある」 オノマトペ: なし"
"87","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ3: 上下2分割（上段小→下段大）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・小): 高橋が腕を組んで感慨深い表情。背景にドット模様。 セリフ: ［高橋］の吹き出しに「もっと早く始めればよかった」 オノマトペ: なし
2コマ目 (下段・大): 高橋が窓の外を見ながら回想。自分が最初にAIを否定していた場面が薄く背景に描かれ、今の自分がそれを乗り越えた構図。背景にグラデーション。 セリフ: ［高橋］の吹き出しに「でも今からでも遅くはない」 オノマトペ: なし"
"88","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 美咲の感動的なシーン。美咲がオフィスの窓辺に立ち夕日を浴びている。手にはスマホを持ちAIアプリの画面が光っている。感慨深い表情。集中線と光の粒子の演出。背景にオレンジ色のグラデーション。 セリフ: ［美咲］の吹き出しに「月7200円と小さな勇気で変われた」 オノマトペ: なし"
"89","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画、桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス。美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛が最後の言葉を三人に投げかけている。真剣で力強い表情。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「先行者の窓は永遠じゃない」 オノマトペ: なし
2コマ目 (中段): 美咲と高橋が凛の言葉を噛みしめている。二人とも真剣な表情。背景にドット模様。 セリフ: なし オノマトペ: なし
3コマ目 (下段): 凛が人差し指を立てて締めくくる。背景にフラッシュエフェクト。 セリフ: ［凛］の吹き出しに「始めるなら今この瞬間よ」 オノマトペ: なし"
"90","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン
◆【コマ構成】テンプレ6: 上段1コマ＋下段左右2コマ、読み順は上段→下段右側→下段左側
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 美咲と高橋が並んで歩きながら将来の話をしている。二人の関係性が変化。背景にグラデーション。 セリフ: ［高橋］の吹き出しに「来期はAI予算を確保する」 オノマトペ: なし
2コマ目 (下段右側): 美咲が嬉しそうに応えている。背景にフラッシュエフェクト。 セリフ: ［美咲］の吹き出しに「私も新しいAI技術を学びます」 オノマトペ: ぱぁっ
3コマ目 (下段左側): 高橋が珍しく笑顔を見せている。背景に水玉模様。 セリフ: ［高橋］の吹き出しに「頼むぞ、桜井」 オノマトペ: なし"
"91","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 三人がオフィスのフロアで他の社員たちと一緒に働いている。AI活用が当たり前になったオフィスの風景。背景にストライプ模様。 セリフ: なし オノマトペ: なし
2コマ目 (中段): 部署全体の生産性グラフが表示された大型モニター。右肩上がりの成果。社員たちが喜んでいる。背景にドット模様。 セリフ: なし オノマトペ: パァァ
3コマ目 (下段): 三人が並んで微笑んでいる。チームとしての絆。背景にフラッシュエフェクト。 セリフ: ［凛］の吹き出しに「これがAI共生の成果よ」 オノマトペ: なし"
"92","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス
◆【コマ構成】テンプレ4: 上下2分割（上段大→下段小）、読み順は上段→下段
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段・大): 美咲のポートフォリオの全体像。AIで作成した成果物が壁一面に並んでいる。メール、プレゼン、データ分析、マニュアル、企画書など。美咲が誇らしげに眺めている。背景にフラッシュエフェクト。 セリフ: なし オノマトペ: なし
2コマ目 (下段・小): 美咲がポートフォリオを見て微笑んでいる。背景にグラデーション。 セリフ: ［美咲］の吹き出しに「AIと歩んだ3ヶ月の記録」 オノマトペ: ぱぁっ"
"93","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ5: 上・中・下の3段構成、読み順は上→中→下
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 凛がオフィスの窓辺でタブレットを見ている。画面には世界のAI動向ニュース。背景にストライプ模様。 セリフ: ［凛］の吹き出しに「AI進化は止まらない」 オノマトペ: なし
2コマ目 (中段): 凛が読者に語りかけるように正面を向いている。知的で優しい表情。背景に半円模様。 セリフ: ［凛］の吹き出しに「大切なのは変化を恐れないこと」 オノマトペ: なし
3コマ目 (下段): 凛が微笑みながら語る。背景にグラデーション。 セリフ: ［凛］の吹き出しに「一歩を踏み出す勇気だけでいい」 オノマトペ: なし"
"94","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】キャラクター外見: 桜井美咲は添付のsakurai_misaki_20260324_134641.pngと100%同一の外見で描画、高橋誠一は添付のtakahashi_seiichi_20260324_134230.pngと100%同一の外見で描画、天野凛は添付のamano_rin_20260324_134234.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: 美咲は白いブラウスにネイビーのタイトスカート、首元にパールのネックレス。高橋はチャコールグレーのスーツにネイビーのネクタイ、胸ポケットにペン。凛はライトグレーのジャケットにブルーのインナー、黒のスラックス
◆【コマ構成】テンプレ1: ページ全体を使った1コマ
◆【作画】ジャンル: ビジネスに最適化した統一スタイル。作画スタイル: 日本のアニメ・マンガ調イラスト、クリーンな線画、デジタル彩色、現代ビジネスマンガ風、清潔感重視。色調: 落ち着いた色調、グレー・ネイビー・白基調。線画: 整った線、クリーンな表現。演出: オフィス空間、グラフや資料の描写、必要に応じて集中線、効果線、擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (全面): 第5章の締めくくり。三人がオフィスの窓から朝日に照らされた都市を見つめている。希望に満ちた表情。「先行者優位」を掴んだ者たちの姿。背景に朝日のオレンジグラデーションと光の粒子。集中線で三人を強調。 セリフ: なし オノマトペ: なし"
