year,born,no,name,reg_name,horse_id,sire,sex,birth,month,farm,farm_src,dam,dam_age,total_man,unit_man,weight,height,girth,cannon,kuchi,n_foals,trainer_planned,trainer,district,starts,wins,prize_jra,prize_nar,prize,ret,main_wins,graded,status
2021,2020,48,ホットスウェルの2020,レイジングウェイブ (Raging Wave),2020106193,ハーツクライ,牡,2020-05-16,5,ノーザンＦ,クラブ提供牧場,ホットスウェル,15.0,2800.0,7.0,403.0,151.5,166.0,18.5,400,9.0,牧田和弥 ,川添明弘,金沢,21,2,0.0,167.0,167.0,0.05964285714285714,C21組C14組-->,0,ok
2021,2020,53,レイリオンの2020,ラレーヌデリス (La Reine des Lys),2020103696,エピファネイア,メス,2020-01-27,1,ノーザンＦ,クラブ提供牧場,レイリオン,7.0,3400.0,8.5,476.0,156.0,183.0,19.3,400,1.0,安田翔伍 ,安田翔伍,栗東,22,2,4741.0,0.0,4741.0,1.3944117647058825,23'3歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,55,リーチングの2020,リーチエミネンス (Reach Eminence),2020103691,ドゥラメンテ,メス,2020-04-26,4,ノーザンＦ,クラブ提供牧場,リーチング,11.0,2400.0,6.0,410.0,151.5,167.5,19.1,400,7.0,杉山晴紀 ,杉山晴紀,栗東,3,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,56,コルコバードの2020,パンデアスカル (Pao de Acucar),2020103369,モーリス,牡,2020-04-14,4,ノーザンＦ,クラブ提供牧場,コルコバード,7.0,4000.0,10.0,438.0,157.0,173.0,20.4,400,1.0,高野友和 ,小椋研介,栗東,23,2,3420.0,0.0,3420.0,0.855,23'3歳以上1勝クラス22'2歳未勝利-->,0,ok
2021,2020,58,スペクトロライトの2020,ユレマー (Ylamaa),2020103443,モーリス,メス,2020-01-28,1,ノーザンＦ,クラブ提供牧場,スペクトロライト,10.0,2400.0,6.0,467.0,153.5,181.0,19.7,400,4.0,石坂公一 ,井樋明正,佐賀,68,1,0.0,194.0,194.0,0.08083333333333333,C級未勝利-->,0,ok
2021,2020,59,グランデアモーレの2020,ハートループ (Heart Loop),2020102649,モーリス,メス,2020-03-07,3,白老Ｆ,クラブ提供牧場,グランデアモーレ,10.0,3400.0,8.5,465.0,156.5,178.0,20.0,400,4.0,池添学 ,高橋純,岩手,51,2,620.0,234.0,854.0,0.2511764705882353,23'3歳新馬C1-->,0,ok
2021,2020,60,リリカルホワイトの2020,クールブロン (Coeur Blanc),2020102724,ドレフォン,牡,2020-02-14,2,白老Ｆ,クラブ提供牧場,リリカルホワイト,7.0,3400.0,8.5,478.0,159.5,176.0,20.3,400,1.0,武幸四郎 ,井上智史,栗東,28,3,5460.0,0.0,5460.0,1.6058823529411765,25'西湖特別(2勝クラス)24'4歳以上1勝クラス-->,0,ok
2021,2020,61,ラフォルジュルネの2020,ボーマルシェ (Beaumarchais),2020102721,ドレフォン,牡,2020-02-29,2,白老Ｆ,クラブ提供牧場,ラフォルジュルネ,13.0,3000.0,7.5,446.0,156.0,177.0,20.7,400,6.0,平田修 ,平田修,栗東,1,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,62,ディアデラノビアの2020,メグスタス (Me Gustas),2020103488,ドレフォン,メス,2020-03-31,3,ノーザンＦ,クラブ提供牧場,ディアデラノビア,18.0,2000.0,5.0,387.0,152.0,164.0,19.0,400,12.0,森田直行 ,森田直行,栗東,5,0,180.0,0.0,180.0,0.09,-->,0,ok
2021,2020,63,ライジングクロスの2020,ライジングホープ (Rising Hope),2020103660,リアルスティール,メス,2020-02-12,2,ノーザンＦ,クラブ提供牧場,ライジングクロス,17.0,2800.0,7.0,438.0,151.0,173.5,19.3,400,11.0,松下武士 ,三野宮通,岩手,29,2,500.0,142.0,642.0,0.2292857142857143,C1C2三組-->,0,ok
2021,2020,64,ラカリフォルニーの2020,モンテコルノ (Monte Corno),2020103665,キタサンブラック,牡,2020-02-05,2,ノーザンＦ,クラブ提供牧場,ラカリフォルニー,7.0,2800.0,7.0,456.0,156.0,181.0,21.5,400,3.0,奥村豊 ,山田義人,佐賀,55,2,140.0,216.0,356.0,0.12714285714285714,C2ー17組オッズパークpresentsホークス杯-->,0,ok
2021,2020,66,プラチナブロンドの2020,ガーランドスタイル (Garland Style),2020103585,サトノダイヤモンド,牡,2020-04-26,4,ノーザンＦ,クラブ提供牧場,プラチナブロンド,9.0,3200.0,8.0,407.0,147.5,166.5,20.2,400,3.0,橋口慎介 ,原口次夫,愛知,19,0,313.0,33.0,346.0,0.108125,-->,0,ok
2021,2020,67,ピースエンブレムの2020,ブルーペクトライト (Blue Pectolite),2020103556,サトノダイヤモンド,メス,2020-03-08,3,ノーザンＦ,クラブ提供牧場,ピースエンブレム,14.0,2400.0,6.0,460.0,154.5,176.5,19.7,400,6.0,池添学 ,宮地貴稔,栗東,26,2,3134.0,0.0,3134.0,1.3058333333333334,25'4歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,68,エレガントマナーの2020,ラッフィナート (Raffinato),2020103286,ハービンジャー,牡,2020-03-27,3,ノーザンＦ,クラブ提供牧場,エレガントマナー,14.0,3000.0,7.5,418.0,152.0,173.0,20.5,400,9.0,藤岡健一 ,藤岡健一,栗東,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,70,ローズノーブルの2020,ミントマーク (Mint Mark),2020103731,ルーラーシップ,牡,2020-03-03,3,ノーザンＦ,クラブ提供牧場,ローズノーブル,11.0,3600.0,9.0,444.0,155.0,174.5,20.4,400,5.0,池添学 ,高橋一哉,栗東,17,2,3913.0,0.0,3913.0,1.0869444444444445,25'3歳以上1勝クラス23'3歳未勝利-->,0,ok
2021,2020,73,ピュアブリーゼの2020,フェアリーピコ (Fairy Pico),2020103551,キンシャサノキセキ,メス,2020-01-14,1,ノーザンＦ,クラブ提供牧場,ピュアブリーゼ,12.0,1600.0,4.0,425.0,149.5,173.0,19.6,400,6.0,茶木太樹 ,大島静夫,佐賀,33,1,0.0,202.0,202.0,0.12625,C21組-->,0,ok
2021,2020,74,グレイシアブルーの2020,ブリックスダール (Briksdal),2020103358,サトノクラウン,牡,2020-02-12,2,ノーザンＦ,クラブ提供牧場,グレイシアブルー,18.0,4000.0,10.0,432.0,152.0,169.5,20.2,400,11.0,清水久詞 ,中川竜馬,佐賀,54,0,110.0,271.0,381.0,0.09525,-->,0,ok
2021,2020,75,クレオールの2020,ノヴィアル (Novial),2020103345,サトノクラウン,メス,2020-02-09,2,ノーザンＦ,クラブ提供牧場,クレオール,8.0,1400.0,3.5,423.0,149.0,170.5,19.1,400,2.0,渡辺薫彦 ,藤ケ崎一,愛知,29,0,335.0,43.0,378.0,0.27,-->,0,ok
2021,2020,77,ココシュニックの2020,ハンベルジャイト (Hambergite),2020103367,ジャスタウェイ,メス,2020-01-30,1,ノーザンＦ,クラブ提供牧場,ココシュニック,15.0,2200.0,5.5,489.0,153.5,176.0,19.8,400,10.0,大久保龍志 ,大久保龍,栗東,24,3,4219.0,0.0,4219.0,1.9177272727272727,24'雲仙特別(2勝クラス)23'3歳1勝クラス-->,0,ok
2021,2020,80,シェルズレイの2020,レイアネラ,2020103395,ダイワメジャー,メス,2020-02-27,2,ノーザンＦ,クラブ提供牧場,シェルズレイ,17.0,5000.0,12.5,499.0,154.5,183.0,20.5,400,12.0,高野友和 ,高野友和,栗東,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,81,シャンドランジュの2020,セラフィックコール (Seraphic Call),2020103400,ヘニーヒューズ,牡,2020-02-01,2,ノーザンＦ,クラブ提供牧場,シャンドランジュ,7.0,3000.0,7.5,485.0,158.0,180.0,20.0,400,2.0,寺島良 ,内田勝義,川崎,18,7,9468.0,12085.0,21553.0,7.184333333333333,24'ダイオライト記念(G2)25'ダイオライト記念(G2)-->,1,ok
2021,2020,82,ホワイトミーティアの2020,ウインターズテイル (Winter's Tale),2020103607,リオンディーズ,メス,2020-01-23,1,ノーザンＦ,クラブ提供牧場,ホワイトミーティア,9.0,1800.0,4.5,462.0,154.5,175.0,20.0,400,5.0,吉岡辰弥 ,吉岡辰弥,栗東,5,0,70.0,0.0,70.0,0.03888888888888889,-->,0,ok
2021,2020,83,リリウムの2020,メガラニカ (Magallanica),2020102723,イスラボニータ,牡,2020-01-31,1,白老Ｆ,クラブ提供牧場,リリウム,15.0,2000.0,5.0,586.0,161.0,183.5,22.2,400,12.0,平田修 ,平田修,栗東,0,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,84,グリューヴァインの2020,シラーヴァイン (Schillerwein),2020103352,キズナ,メス,2020-03-17,3,ノーザンＦ,クラブ提供牧場,グリューヴァイン,8.0,2200.0,5.5,370.0,151.0,168.0,20.0,400,2.0,橋田満 ,櫻井今朝,愛知,5,0,0.0,0.0,0,0.0,-->,0,ok
2021,2020,85,カニョットの2020,パルメリータ (Palmerita),2020102642,スクリーンヒーロー,メス,2020-03-09,3,白老Ｆ,クラブ提供牧場,カニョット,15.0,1800.0,4.5,451.0,154.5,175.5,18.6,400,8.0,西園正都 ,細川忠義,高知,29,1,1340.0,117.0,1457.0,0.8094444444444444,23'3歳未勝利-->,0,ok
2021,2020,88,キャヴァルドレの2020,プロトポロス (Protoporos),2020103325,War Front,牡,2020-03-28,3,ノーザンＦ,クラブ提供牧場,キャヴァルドレ,6.0,5000.0,12.5,470.0,157.0,176.0,20.6,400,1.0,西村真幸 ,西村真幸,栗東,16,4,6329.0,0.0,6329.0,1.2658,25'伊賀S(3勝クラス)25'洲本特別(2勝クラス)-->,0,ok
2021,2020,89,ブリトマルティスの2020,ラビュリントス (Labyrinthos),2020105574,キンシャサノキセキ,メス,2020-04-27,4,新冠橋本牧場,クラブ提供牧場,ブリトマルティス,16.0,1400.0,14.0,418.0,150.0,171.5,19.6,100,8.0,,田中淳司,北海道,21,4,0.0,3524.0,3524.0,2.5171428571428573,ジュニアグランプリ(ホークビル賞オパールC-->,0,ok
2021,2020,90,ライクザウインドの2020,エオリエンヌ (Eolienne),2020103659,トゥザワールド,メス,2020-04-15,4,ノーザンＦ,クラブ提供牧場,ライクザウインド,20.0,1400.0,14.0,459.0,155.0,176.5,19.9,100,14.0,,内田勝義,川崎,15,3,0.0,1422.0,1422.0,1.0157142857142858,天香桂花賞ルドベキア特別-->,0,ok
2021,2020,91,ネオフレグランスの2020,マリンノート (Marine Note),2020102689,ルーラーシップ,メス,2020-04-18,4,白老Ｆ,クラブ提供牧場,ネオフレグランス,6.0,1600.0,16.0,378.0,146.5,165.0,18.3,100,1.0,,藤ヶ崎一,愛知,7,0,0.0,67.0,67.0,0.041875,-->,0,ok
2022,2021,1,ミリッサの2021,ハッピージャズ (Happy Jazz),2021105809,ロードカナロア,牡,2021-03-01,3,ノーザンＦ,クラブ提供牧場,ミリッサ,7.0,5000.0,12.5,387.0,143.5,164.5,19.9,400,1.0,高橋文雅,高橋文雅,美浦,2,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,2,ジョプリンの2021,ジュビランス (Jubilance),2021105961,ロードカナロア,メス,2022-01-15,1,レイクヴィラＦ,クラブ提供牧場,ジョプリン,7.0,4000.0,10.0,454.0,151.5,174.0,19.5,400,1.0,木村哲也,田辺陽一,川崎,9,1,300.0,157.0,457.0,0.11425,独楽回し賞-->,0,ok
2022,2021,3,ヒルダズパッションの2021,アルドール (Ardor),2021105707,ロードカナロア,メス,2021-02-28,2,ノーザンＦ,クラブ提供牧場,ヒルダズパッション,14.0,6000.0,15.0,485.0,161.5,178.0,21.3,400,9.0,手塚貴久,手塚貴徳,美浦,8,2,1640.0,0.0,1640.0,0.2733333333333333,25'4歳以上1勝クラス24'3歳未勝利-->,0,ok
2022,2021,4,グリューネワルトの2021,オーデンヴァルト (Odenwald),2021105510,ロードカナロア,メス,2021-03-08,3,ノーザンＦ,クラブ提供牧場,グリューネワルト,14.0,5000.0,12.5,454.0,154.0,174.0,19.0,400,8.0,林徹,林徹,美浦,2,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,5,インクルードベティの2021,インクルージョン (Inclusion),2021105403,ハーツクライ,牡,2022-01-23,1,ノーザンＦ,クラブ提供牧場,インクルードベティ,9.0,7000.0,17.5,482.0,152.5,175.5,20.8,400,4.0,堀宣行,堀宣行,美浦,3,0,290.0,0.0,290.0,0.041428571428571426,-->,0,ok
2022,2021,6,サンブルエミューズの2021,アルセナール (Arsenaal),2021105548,エピファネイア,メス,2021-03-30,3,ノーザンＦ,クラブ提供牧場,サンブルエミューズ,11.0,7000.0,17.5,450.0,152.5,173.5,20.1,400,5.0,木村哲也,木村哲也,美浦,11,2,5033.0,0.0,5033.0,0.719,25'分倍河原S(3勝クラス)23'2歳新馬-->,0,ok
2022,2021,7,シャルールの2021,カニキュル (Canicule),2021104865,エピファネイア,メス,2021-05-05,5,白老Ｆ,クラブ提供牧場,シャルール,9.0,4000.0,10.0,440.0,154.5,173.0,19.4,400,3.0,菊沢隆徳,菊沢隆徳,美浦,14,3,7311.0,0.0,7311.0,1.82775,25'4歳以上2勝クラス24'三浦特別(1勝クラス)-->,0,ok
2022,2021,8,フィンレイズラッキーチャームの2021,シックスペンス (Sixpence),2021105724,キズナ,牡,2021-04-17,4,ノーザンＦ,クラブ提供牧場,フィンレイズラッキーチャーム,8.0,5000.0,12.5,429.0,151.0,173.0,20.8,400,2.0,国枝栄,田中博康,美浦,14,6,39269.0,2800.0,42069.0,8.4138,26'安田記念(G1)24'毎日王冠(G2)-->,1,ok
2022,2021,9,ザズーの2021,セルース (Selous),2021105550,キズナ,メス,2021-02-03,2,ノーザンＦ,クラブ提供牧場,ザズー,13.0,3600.0,9.0,410.0,156.0,175.0,19.2,400,8.0,池上昌和,池上昌和,美浦,5,0,303.0,0.0,303.0,0.08416666666666667,-->,0,ok
2022,2021,10,ロスヴァイセの2021,ジークルーネ (Siegrune),2021105901,キズナ,メス,2021-03-03,3,ノーザンＦ,クラブ提供牧場,ロスヴァイセ,10.0,3200.0,8.0,421.0,150.0,173.0,19.9,400,4.0,栗田徹,浅利英明,美浦,8,1,720.0,0.0,720.0,0.225,23'2歳新馬-->,0,ok
2022,2021,11,アールブリュットの2021,アンフォルメル (Informel),2021105393,ドゥラメンテ,牡,2021-02-26,2,ノーザンＦ,クラブ提供牧場,アールブリュット,9.0,6000.0,15.0,466.0,159.5,180.0,20.2,400,3.0,国枝栄,板垣吉則,岩手,1,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,12,フロアクラフトの2021,クランプダンス (Krump Dance),2021105733,ドゥラメンテ,メス,2021-04-14,4,ノーザンＦ,クラブ提供牧場,フロアクラフト,11.0,4000.0,10.0,435.0,153.0,173.5,20.1,400,5.0,宮田敬介,宮田敬介,美浦,3,0,155.0,0.0,155.0,0.03875,-->,0,ok
2022,2021,13,マイハッピーフェイスの2021,ルミナスティ (Luminosity),2021105782,ドゥラメンテ,メス,2021-04-15,4,ノーザンＦ,クラブ提供牧場,マイハッピーフェイス,11.0,2400.0,6.0,440.0,158.0,173.5,20.5,400,6.0,加藤征弘,加藤征弘,美浦,0,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,14,ブルーメンブラットの2021,シュトラウス (Strauss),2021105744,モーリス,牡,2021-01-24,1,ノーザンＦ,クラブ提供牧場,ブルーメンブラット,18.0,5000.0,12.5,522.0,160.0,181.5,21.5,400,12.0,武井亮,武井亮,美浦,15,4,10337.0,0.0,10337.0,2.0674,23'東京スポーツ杯2歳S(G2)25'白富士S(L)-->,1,ok
2022,2021,15,リカビトスの2021,リュケイオン (Lykeion),2021105853,モーリス,牡,2021-02-27,2,ノーザンＦ,クラブ提供牧場,リカビトス,7.0,3200.0,8.0,418.0,150.5,176.0,20.0,400,1.0,奥村武,奥村武,美浦,15,3,858.0,296.0,1154.0,0.360625,B1B1三組B2一組混合-->,0,ok
2022,2021,16,シャイントレイルの2021,トラジェクトワール (Trajectoire),2021105555,モーリス,牡,2021-03-22,3,ノーザンＦ,クラブ提供牧場,シャイントレイル,7.0,4000.0,10.0,437.0,153.0,176.0,20.6,400,1.0,尾関知人,加藤和宏,金沢,19,5,742.0,230.0,972.0,0.243,23'2歳未勝利堀江舞アナ明日8月5日はお誕生日記念-->,0,ok
2022,2021,17,ピュアブリーゼの2021,ヴィントシュティレ (Windstille),2021105713,モーリス,メス,2021-02-02,2,ノーザンＦ,クラブ提供牧場,ピュアブリーゼ,13.0,2400.0,6.0,480.0,160.0,182.5,19.6,400,7.0,古賀慎明,井樋一也,金沢,24,2,923.0,135.0,1058.0,0.44083333333333335,24'3歳未勝利最高の推し!真白生誕祭記念-->,0,ok
2022,2021,18,タイムハンドラーの2021,タイムハンドラーの2021,2021104884,モーリス,メス,2021-02-06,2,追分Ｆ,クラブ提供牧場,タイムハンドラー,5.0,2000.0,5.0,403.0,149.0,172.5,18.6,400,1.0,栗田徹,,,0,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,19,ヴィータアレグリアの2021,アグラード (Agrado),2021105429,ニューイヤーズデイ,牡,2021-04-08,4,ノーザンＦ,クラブ提供牧場,ヴィータアレグリア,10.0,3200.0,8.0,440.0,154.0,177.0,20.1,400,4.0,高柳瑞樹,高柳瑞樹,美浦,13,2,2370.0,0.0,2370.0,0.740625,25'4歳以上1勝クラス23'2歳未勝利-->,0,ok
2022,2021,20,チアズメッセージの2021,ブレスワード (Bless Word),2021105642,ニューイヤーズデイ,牡,2022-05-09,5,ノーザンＦ,クラブ提供牧場,チアズメッセージ,21.0,3000.0,7.5,439.0,151.5,173.5,20.5,400,14.0,中舘英二,渡辺和雄,大井,12,4,3084.0,217.0,3301.0,1.1003333333333334,25'4歳以上2勝クラス25'4歳以上1勝クラス-->,0,ok
2022,2021,21,スペクトロライトの2021,イリディセント (Iridescent),2021105614,ニューイヤーズデイ,メス,2021-01-26,1,ノーザンＦ,クラブ提供牧場,スペクトロライト,11.0,2400.0,6.0,433.0,153.5,173.0,19.8,400,5.0,田中剛,田中剛,美浦,10,1,860.0,0.0,860.0,0.35833333333333334,23'2歳未勝利-->,0,ok
2022,2021,22,アンジュシャルマンの2021,レシェルドランジュ (L'Echellede l'Ange),2021105386,ニューイヤーズデイ,メス,2021-02-03,2,ノーザンＦ,クラブ提供牧場,アンジュシャルマン,7.0,2000.0,5.0,441.0,153.0,175.0,19.0,400,2.0,伊藤大士,坂口義幸,愛知,11,2,550.0,85.0,635.0,0.3175,24'3歳未勝利C7組-->,0,ok
2022,2021,23,エスティタートの2021,ポンポーソ,2021104836,ブリックスアンドモルタル,メス,2021-02-24,2,白老Ｆ,クラブ提供牧場,エスティタート,8.0,2000.0,5.0,411.0,146.0,168.0,18.9,400,2.0,奥村武,,,0,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,24,パルティトゥーラの2021,スパルティート (Spartito),2021105697,ブリックスアンドモルタル,メス,2021-03-12,3,ノーザンＦ,クラブ提供牧場,パルティトゥーラ,7.0,2800.0,7.0,412.0,154.0,166.0,21.0,400,2.0,和田正一郎,和田正一,美浦,2,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,25,フレジェールの2021,モンタンヴェール (Montenvers),2021105196,ブリックスアンドモルタル,メス,2021-04-24,4,社台,クラブ提供牧場,フレジェール,17.0,2000.0,5.0,390.0,151.5,173.0,20.0,400,9.0,堀宣行,堀宣行,美浦,3,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,26,ケイティーズハートの2021,イゾラフェリーチェ (Isola Felice),2021105516,サトノクラウン,メス,2021-03-19,3,ノーザンＦ,クラブ提供牧場,ケイティーズハート,12.0,4000.0,10.0,455.0,155.5,172.5,21.3,400,6.0,鹿戸雄一,鹿戸雄一,美浦,17,2,3973.0,0.0,3973.0,0.99325,24'デイジー賞(1勝クラス)23'2歳未勝利-->,0,ok
2022,2021,27,プルメリアスターの2021,ジオセントリック (Geocentric),2021105755,ハービンジャー,牡,2021-03-29,3,ノーザンＦ,クラブ提供牧場,プルメリアスター,9.0,4000.0,10.0,441.0,156.0,174.5,20.0,400,3.0,手塚貴久,手塚貴久,美浦,7,2,3709.0,0.0,3709.0,0.92725,24'3歳以上1勝クラス23'2歳新馬-->,0,ok
2022,2021,29,ヒカルアモーレの2021,グランルフレ,2021104902,リアルインパクト,牡,2021-05-07,5,ノーザンＦ,クラブ提供牧場,ヒカルアモーレ,17.0,2400.0,6.0,478.0,159.0,177.0,20.5,400,10.0,戸田博文,,,0,0,0.0,0.0,0,0.0,-->,0,ok
2022,2021,30,コケレールの2021,ヴェラベレッツァ (Vera Bellezza),2021105518,リアルインパクト,メス,2021-02-23,2,ノーザンＦ,クラブ提供牧場,コケレール,17.0,1800.0,4.5,467.0,158.5,180.5,19.9,400,10.0,小島茂之,小島茂之,美浦,5,0,110.0,0.0,110.0,0.06111111111111111,-->,0,ok
2022,2021,31,アイヴィベルの2021,ミダース (Midas),2021105951,レイデオロ,牡,2022-02-15,2,レイクヴィラＦ,クラブ提供牧場,アイヴィベル,8.0,4600.0,11.5,485.0,157.0,182.5,21.2,400,2.0,栗田徹,栗田徹,美浦,10,2,3070.0,0.0,3070.0,0.6673913043478261,25'3歳以上1勝クラス24'3歳未勝利-->,0,ok
2022,2021,32,マリアライトの2021,マリガーネット (Mali Garnet),2021105787,レイデオロ,メス,2021-02-15,2,ノーザンＦ,クラブ提供牧場,マリアライト,10.0,5000.0,12.5,391.0,149.5,169.5,19.5,400,4.0,久保田貴士,久保田貴,美浦,4,0,62.0,0.0,62.0,0.0124,-->,0,ok
2022,2021,33,スプリングゲイルの2021,ヴァンセゾニエ (Vent Saisonnier),2021105612,ミッキーアイル,牡,2021-05-07,5,ノーザンＦ,クラブ提供牧場,スプリングゲイル,7.0,2400.0,6.0,435.0,148.0,175.0,20.0,400,2.0,武藤善則,森澤友貴,兵庫,19,2,386.0,266.0,652.0,0.27166666666666667,C1二C2一-->,0,ok
2022,2021,35,ミセスワタナベの2021,アルシミスト (Alchimiste),2021105805,オルフェーヴル,牡,2021-03-09,3,ノーザンＦ,クラブ提供牧場,ミセスワタナベ,7.0,3000.0,7.5,456.0,152.0,172.0,20.4,400,1.0,木村哲也,浅利英明,美浦,11,1,770.0,0.0,770.0,0.25666666666666665,24'3歳未勝利-->,0,ok
2022,2021,36,エンプレスティアラの2021,イクリール (Iklil),2021106563,シュヴァルグラン,牡,2021-04-08,4,ノーザンＦ,クラブ提供牧場,エンプレスティアラ,17.0,2000.0,5.0,445.0,160.0,175.5,21.0,400,12.0,青木孝文,青木孝文,美浦,16,2,3909.0,0.0,3909.0,1.9545,25'4歳以上1勝クラス25'4歳以上1勝クラス-->,0,ok
2022,2021,37,ジンジャーパンチの2021,シトラール (Citral),2021105596,スワーヴリチャード,牡,2021-03-29,3,ノーザンＦ,クラブ提供牧場,ジンジャーパンチ,18.0,5000.0,12.5,463.0,151.5,176.0,20.4,400,12.0,萩原清,古賀大生,美浦,9,1,1110.0,0.0,1110.0,0.222,23'2歳未勝利-->,0,ok
2022,2021,38,トップライナーⅡの2021,ビートメイカー (Beatmaker),2021105674,スワーヴリチャード,メス,2021-04-25,4,ノーザンＦ,クラブ提供牧場,トップライナーⅡ,19.0,2400.0,6.0,410.0,150.0,173.5,19.0,400,12.0,大竹正博,大竹正博,美浦,5,0,0.0,0.0,0,0.0,-->,0,ok_fixup
2022,2021,39,アンフィトリテⅡの2021,トライデントスピア (Trident Spear),2021105389,ダイワメジャー,牡,2021-02-04,2,ノーザンＦ,クラブ提供牧場,アンフィトリテⅡ,6.0,5000.0,12.5,492.0,158.0,178.0,20.5,400,1.0,田中博康,田中博康,美浦,8,1,1700.0,0.0,1700.0,0.34,24'3歳未勝利-->,0,ok_fixup
2022,2021,40,シンギングメリリーの2021,フォルクスリート (Volkslied),2021105571,ダイワメジャー,メス,2021-03-29,3,ノーザンＦ,クラブ提供牧場,シンギングメリリー,6.0,2000.0,5.0,486.0,157.0,178.0,21.1,400,3.0,矢野英一,矢野英一,美浦,14,2,2365.0,0.0,2365.0,1.1825,24'3歳以上1勝クラス24'3歳未勝利-->,0,ok
2022,2021,41,シークレットスパイスの2021,クラッシファイド (Classified),2021105580,リアルスティール,牡,2021-01-24,1,ノーザンＦ,クラブ提供牧場,シークレットスパイス,6.0,4000.0,10.0,433.0,159.0,172.5,20.5,400,1.0,黒岩陽一,黒岩陽一,美浦,12,2,3125.0,0.0,3125.0,0.78125,25'3歳以上1勝クラス23'2歳新馬-->,0,ok
2022,2021,42,モアザンセイクリッドの2021,ディヴァイネスト (Divinest),2021105816,リアルスティール,メス,2021-05-05,5,ノーザンＦ,クラブ提供牧場,モアザンセイクリッド,12.0,2000.0,5.0,400.0,156.5,170.0,18.7,400,6.0,勢司和浩,勢司和浩,美浦,5,0,62.0,0.0,62.0,0.031,-->,0,ok
2022,2021,43,ビットレートの2021,エクサビット (Exabit),2021105710,ドレフォン,メス,2021-01-19,1,ノーザンＦ,クラブ提供牧場,ビットレート,9.0,2800.0,7.0,489.0,156.0,180.5,20.0,400,3.0,萩原清,萩原清,美浦,8,0,1348.0,0.0,1348.0,0.48142857142857143,-->,0,ok
2022,2021,44,ウインジュビリーの2021,コイヌール (Kohinoor),2021106561,リオンディーズ,牡,2021-01-21,1,ノーザンＦ,クラブ提供牧場,ウインジュビリー,13.0,3000.0,7.5,448.0,157.0,173.0,21.0,400,7.0,鹿戸雄一,柄崎将寿,美浦,11,1,924.0,0.0,924.0,0.308,23'2歳未勝利-->,0,ok
2022,2021,45,コルコバードの2021,ヘデントール (Redentor),2021105521,ルーラーシップ,牡,2021-04-06,4,ノーザンＦ,クラブ提供牧場,コルコバード,8.0,3600.0,9.0,444.0,154.0,173.5,20.0,400,2.0,木村哲也,木村哲也,美浦,11,6,51610.0,0.0,51610.0,14.33611111111111,25'天皇賞(春)(G1)25'ダイヤモンドS(G3)-->,1,ok
2022,2021,46,ピースエンブレムの2021,アージェント (Argent),2021105716,シルバーステート,牡,2021-02-14,2,ノーザンＦ,クラブ提供牧場,ピースエンブレム,15.0,4400.0,11.0,510.0,158.5,183.0,21.2,400,7.0,宮田敬介,黒岩陽一,美浦,9,3,1100.0,80.0,1180.0,0.2681818181818182,25'4歳以上1勝クラスC2十一組-->,0,ok
2022,2021,47,ティンバレスの2021,リムショット (Rimshot),2021105656,ヘニーヒューズ,牡,2021-02-15,2,ノーザンＦ,クラブ提供牧場,ティンバレス,9.0,3000.0,7.5,502.0,159.0,177.0,20.7,400,3.0,中川公成,角田輝也,愛知,25,3,0.0,345.0,345.0,0.115,3歳以上C4ー23歳以上C3ー2C4ー1-->,0,ok
2022,2021,48,バイラオーラの2021,アシセバイラ (Asi se Baila),2021104896,マインドユアビスケッツ,メス,2021-01-30,1,ノーザンＦ,クラブ提供牧場,バイラオーラ,15.0,1600.0,4.0,478.0,155.0,180.0,19.0,400,9.0,辻哲英,高橋清顕,大井,25,1,657.0,346.0,1003.0,0.626875,23'2歳未勝利-->,0,ok
2022,2021,49,ヒルダの2021,ヴェルトラウム (Weltraum),2021104903,ミッキーロケット,牡,2021-04-23,4,ノーザンＦ,クラブ提供牧場,ヒルダ,8.0,2000.0,5.0,413.0,145.5,167.0,19.0,400,2.0,西田雄一郎,西田雄一,美浦,15,2,2125.0,0.0,2125.0,1.0625,25'4歳以上1勝クラス23'2歳新馬-->,0,ok_fixup
2022,2021,50,キャントバイミーラヴの2021,アンドアイラヴハー (And I Love Her),2021110003,No Nay Never,メス,2022-02-07,2,レイクヴィラＦ,クラブ提供牧場,キャントバイミーラヴ,5.0,3000.0,7.5,455.0,152.5,179.0,20.0,400,1.0,田村康仁,田村康仁,美浦,13,3,4395.0,0.0,4395.0,1.465,25'3歳以上2勝クラス25'4歳以上1勝クラス-->,0,ok
