"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"99","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): ミサキとゆかりさんが公園のベンチで話している。2コマ目(中段): ゆかりさんが驚いた表情。3コマ目(下段): ミサキが答えている。","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ゆかりさん"", ""text"": ""ミサキちゃん、最近何やってるの？""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""Instagramで育児のこと発信してて。AIも使ってるの""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ゆかりさん"", ""text"": ""えー！すごい！フォロワー何人？""}]"
"100","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): ミサキが答えている。2コマ目(中段): ゆかりさんが目を丸くしている。3コマ目(下段): ゆかりさんが続けて言っている。","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""800人くらい""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ゆかりさん"", ""text"": ""800人！？私47人だよ！？""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ゆかりさん"", ""text"": ""事務やってたから資料まとめるの上手そうだもんね""}]"
"101","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
ミサキが自然な笑顔で答えている。半年前との変化が分かる表情。","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""うん、事務の経験、めちゃくちゃ役に立ってるよ""}]"
"102","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): ミサキが笑顔で話している。2コマ目(中段): ミサキが内心で気づいている。3コマ目(下段): 半年前の記憶と今の自分を重ねている。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""半年前なら傷ついた言葉——今は違う。""}, {""panel_id"": 2, ""type"": ""monologue"", ""speaker"": null, ""text"": ""事務しかできないではなく——""}, {""panel_id"": 3, ""type"": ""monologue"", ""speaker"": null, ""text"": ""事務ができるから、できた。""}]"
"103","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ3: 2コマ（上段小・下段大）
◆【ストーリー】
1コマ目(上段小): ミサキが笑顔で歩いている。2コマ目(下段大): ミサキが軽やかな足取りで帰っている。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""自然に言えた——それだけで十分だった。""}, {""panel_id"": 2, ""type"": ""monologue"", ""speaker"": null, ""text"": ""私は変わった——ゆっくりと、でも確実に。""}]"
"104","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
半年前の深夜のミサキ。震える指でボタンを押している。セピア色演出。","[{""panel_id"": 1, ""type"": ""monologue"", ""speaker"": null, ""text"": ""半年前に一度言った言葉——やってみよう。""}]"
"105","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): タクヤとの定期面談の場面。2コマ目(中段): タクヤが問いかけている。3コマ目(下段): ミサキが少し考えている。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""タクヤとの定期面談。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""最初に言った言葉、覚えてますか？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは少し考えた——""}]"
"106","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): ミサキが答えている。2コマ目(中段): タクヤが静かに聞いている。3コマ目(下段): 二人が静かに向き合っている。","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""「事務しかできない」って言いました""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""今でもそう思いますか？""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは少し間を置いた——""}]"
"107","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
ミサキが静かに、でも確信を持って首を横に振っている。これが全てを表すシーン。","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""……思いません。自分の見方が変わったんです。""}]"
"108","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
タクヤが穏やかに、でも力強く答えている。感動的な一場面。","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""タクヤ"", ""text"": ""自分の見方が変わった——それが全てですよ、佐藤さん。""}]"
"109","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): ひなたを寝かしつけているミサキ。2コマ目(中段): ミサキがパソコンを開いている。3コマ目(下段): Claudeのインターフェース画面。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""夜。ひなたを寝かしつけた後、パソコンを開く。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""いつものルーティンが当たり前になっていた。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""Claudeとの作業が、日常の一部になっていた。""}]"
"110","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ4: 2コマ（左・右）
◆【ストーリー】
1コマ目(左): 半年前の緊張したミサキ（セピア色）。2コマ目(右): 今の自然なミサキ。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""半年前は「AIを使う」ことがイベントだった——""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""今は日常だ。当たり前に使っている。""}]"
"111","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): 窓ガラスにミサキの顔が映っている。2コマ目(中段): ミサキが自分の顔を見つめている。3コマ目(下段): 静かに微笑んでいる。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""窓ガラスに自分の顔が映る。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""名刺はない。肩書きもない。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""でも、それで十分だった。""}]"
"112","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): ミサキがひなたの部屋を覗く。2コマ目(中段): 布団からはみ出したひなたの小さな足。3コマ目(下段): ミサキが優しく布団をかけ直している。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたの部屋を覗いた。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""布団からはみ出した小さな体——""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""そっと布団をかけ直す。""}]"
"113","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
ミサキがひなたを見下ろしている後ろ姿。暖かい光。","[{""panel_id"": 1, ""type"": ""monologue"", ""speaker"": null, ""text"": ""会社が私の席を用意してくれなかった——""}]"
"114","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
ミサキの横顔。目に光が宿っている。静かな決意。","[{""panel_id"": 1, ""type"": ""monologue"", ""speaker"": null, ""text"": ""あの日退職届を出したから、自分の席を見つけられた""}]"
"115","テンプレ1","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ1: 1コマ
◆【ストーリー】
ミサキが前を向いている。穏やかで力強い表情。","[{""panel_id"": 1, ""type"": ""monologue"", ""speaker"": null, ""text"": ""自分の可能性を、自分で決めつけないこと""}]"
"116","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画、ケンタは添付のケンタ.pngと100%同一の外見で描画、ひなた（2歳期）は添付のひなた_2歳期.pngと100%同一の外見で描画、タクヤは添付のタクヤ.pngと100%同一の外見で描画
◆【出力サイズ】画像は縦長（高さ:幅＝1:1.4）で生成してください
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現
◆【演出】パソコン作業,スマホ,収入の可視化,必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【コマ構成】テンプレ5: 3コマ（上段・中段・下段）
◆【ストーリー】
1コマ目(上段): パソコンの画面が明るくなっている。2コマ目(中段): Claudeのインターフェース。3コマ目(下段): ミサキがパソコンに向かって座っている。","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""パソコンの画面が明るくなる。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""Claudeが静かに待っている——""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""新しい企画のアイデアがある。""}]"
