"ページ番号","使用するコマ割りテンプレ","漫画作成のプロンプト","コマ別テキストJSON"
"64","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ3: 上小下大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): 会社の受付。来客用の入館証を渡されるミサキ。 セリフ: なし ナレーション: ［四角枠］会社に着く。受付で来客用の入館証を渡された。——来客用。ついこの間まで、社員証をかざしていた場所で。 オノマトペ: なし
2コマ目 (下・大): フロアに入るミサキ。レイアウトが変わっている。自分がいた席に若い女性が座っている。知らない顔もいる。 セリフ: なし ナレーション: ［四角枠］フロアに入ると、知らない顔がいくつかあった。聞いていなかった異動もあったらしい。レイアウトが変わっている。ミサキがいた席には、若い女性が座っていた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""会社に着く。受付で来客用の入館証を渡された。——来客用。ついこの間まで、社員証をかざしていた場所で。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""フロアに入ると、知らない顔がいくつかあった。聞いていなかった異動もあったらしい。レイアウトが変わっている。ミサキがいた席には、若い女性が座っていた。""}]"
"65","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): 同期の加藤さんがミサキに笑顔で声をかける。 セリフ: ［加藤さん］の吹き出しに「佐藤さん！ 久しぶり！」 ナレーション: ［四角枠］同期の加藤さんが声をかけてくれた。 オノマトペ: なし
2コマ目 (下左): 加藤さんが嬉しそうに話す。 セリフ: ［加藤さん］の吹き出しに「元気だった？ 赤ちゃん、大きくなったでしょ」 ナレーション: なし オノマトペ: なし
3コマ目 (下右): ミサキが笑顔で答える。でも足元がふわふわする感覚。 セリフ: ［ミサキ］の吹き出しに「うん、もう歩くよ。よく転ぶけど」 ナレーション: ［四角枠］笑顔で話した。自然な会話。でも、足元がふわふわする感覚が消えない。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""加藤さん"", ""text"": ""佐藤さん！ 久しぶり！""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""同期の加藤さんが声をかけてくれた。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""加藤さん"", ""text"": ""元気だった？ 赤ちゃん、大きくなったでしょ""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""うん、もう歩くよ。よく転ぶけど""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""笑顔で話した。自然な会話。でも、足元がふわふわする感覚が消えない。""}]"
"66","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキがデスクの引き出しを片付けている。マグカップ、ペン、小さなサボテンの鉢植え。 セリフ: なし ナレーション: ［四角枠］自分の——自分だった——デスクの引き出しを片付ける。私物は驚くほど少なかった。マグカップ。お気に入りのペン。小さなサボテンの鉢植え。 オノマトペ: カタカタ
2コマ目 (下・小): 段ボール一つに私物が収まっている。 セリフ: なし ナレーション: ［四角枠］段ボール一つに収まった。5年間の証が、段ボール一つ。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""自分の——自分だった——デスクの引き出しを片付ける。私物は驚くほど少なかった。マグカップ。お気に入りのペン。小さなサボテンの鉢植え。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""段ボール一つに収まった。5年間の証が、段ボール一つ。""}]"
"67","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: 山田課長は添付の山田課長.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【補足情報】服装: 山田課長: 紺のスーツに白シャツ
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 山田課長がミサキに声をかける。 セリフ: ［山田課長］の吹き出しに「佐藤さん、お疲れ様でした。こういう形になって、申し訳ないね」 ナレーション: ［四角枠］山田課長が来た。 オノマトペ: なし
2コマ目 (中段): ミサキが頭を下げる。 セリフ: ［ミサキ］の吹き出しに「いえ、こちらこそ長い間ご迷惑をおかけして」 ナレーション: なし オノマトペ: なし
3コマ目 (下段): 山田課長が笑顔で話す。 セリフ: ［山田課長］の吹き出しに「お子さんが落ち着いたら、また戻っておいでよ。うちは人手不足だからさ」 ナレーション: ［四角枠］笑顔で言ってくれた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""山田課長"", ""text"": ""佐藤さん、お疲れ様でした。こういう形になって、申し訳ないね""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""山田課長が来た。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""いえ、こちらこそ長い間ご迷惑をおかけして""}, {""panel_id"": 3, ""type"": ""dialogue"", ""speaker"": ""山田課長"", ""text"": ""お子さんが落ち着いたら、また戻っておいでよ。うちは人手不足だからさ""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""笑顔で言ってくれた。""}]"
"68","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキの内心。課長の笑顔と〝社交辞令〟の文字が重なるような演出。 セリフ: ［ミサキ（心の声）］の吹き出しに「ありがとうございます」 ナレーション: ［四角枠］社交辞令だ、とわかっていた。一度辞めた人間のために、席を空けておく会社はない。まして事務職なら、すぐに代わりは見つかる。笑顔で返した。 オノマトペ: なし
2コマ目 (下・小): 加藤さんが見送りに来ている。 セリフ: ［加藤さん］の吹き出しに「ミサキ、本当にお疲れ様。また会おうね」 ナレーション: ［四角枠］加藤さんが見送りに来てくれた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（心の声）"", ""text"": ""ありがとうございます""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""社交辞令だ、とわかっていた。一度辞めた人間のために、席を空けておく会社はない。まして事務職なら、すぐに代わりは見つかる。笑顔で返した。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""加藤さん"", ""text"": ""ミサキ、本当にお疲れ様。また会おうね""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""加藤さんが見送りに来てくれた。""}]"
"69","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ3: 上小下大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): ミサキが笑顔で返す。 セリフ: ［ミサキ］の吹き出しに「うん。ランチでも行こう」 ナレーション: ［四角枠］——行かないだろうな、と思った。 オノマトペ: なし
2コマ目 (下・大): ミサキの心象。〝育児中の人〟と〝現役で働いている人〟の間に見えない壁があるイメージ。ガラスの壁で隔てられた二人。 セリフ: なし ナレーション: ［四角枠］〝育児中の人〟と〝現役で働いている人〟の間には、見えない壁がある。話が合わなくなる。時間の流れ方が違うから。お互いの気まずさを避けるように、自然と連絡が途絶えていく。何度も見てきたパターンだ。今度は自分がそちら側になるのだと思った。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""うん。ランチでも行こう""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""——行かないだろうな、と思った。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""〝育児中の人〟と〝現役で働いている人〟の間には、見えない壁がある。話が合わなくなる。時間の流れ方が違うから。お互いの気まずさを避けるように、自然と連絡が途絶えていく。何度も見てきたパターンだ。今度は自分がそちら側になるのだと思った。""}]"
"70","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): オフィスビルの前。段ボールを抱えたミサキが外に出る。平日午後3時の街。スーツ姿のサラリーマンや制服のOLが行き交う。 セリフ: なし ナレーション: ［四角枠］オフィスビルを出た。午後3時。平日の街は、働いている人たちで動いている。スーツ姿のサラリーマン。制服のOL。急ぎ足のビジネスマン。みんな、どこかに〝所属〟している人たちだ。 オノマトペ: なし
2コマ目 (下・小): ミサキがビルを見上げる。8階の窓。 セリフ: なし ナレーション: ［四角枠］ミサキは立ち止まって、ビルを見上げた。8階。経理部の窓。あそこに、自分のデスクがあった。もうない。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""オフィスビルを出た。午後3時。平日の街は、働いている人たちで動いている。スーツ姿のサラリーマン。制服のOL。急ぎ足のビジネスマン。みんな、どこかに〝所属〟している人たちだ。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ミサキは立ち止まって、ビルを見上げた。8階。経理部の窓。あそこに、自分のデスクがあった。もうない。""}]"
"71","テンプレ2","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ2: 上下2分割
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキが段ボールを抱え直す。中でマグカップがカタンと音を立てる。 セリフ: なし ナレーション: ［四角枠］段ボールを抱え直した。中でマグカップがカタンと音を立てた。——5年間、ありがとうございました。心の中で呟いて、歩き出した。 オノマトペ: カタン
2コマ目 (下): ミサキの横顔。涙は出ていない。乾いた表情。 セリフ: なし ナレーション: ［四角枠］涙は、出なかった。出ないことが、一番つらかった。泣けるうちは、まだ何かが残っている気がする。泣けないのは、もう終わったということだ。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""段ボールを抱え直した。中でマグカップがカタンと音を立てた。——5年間、ありがとうございました。心の中で呟いて、歩き出した。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""涙は、出なかった。出ないことが、一番つらかった。泣けるうちは、まだ何かが残っている気がする。泣けないのは、もう終わったということだ。""}]"
"72","テンプレ3","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: グレーのスーツ（ウエスト少しきつめ）、黒パンプス
◆【コマ構成】テンプレ3: 上小下大
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・小): コンビニのガラスに映るミサキの姿。スーツを着た女性。段ボールを抱えている。 セリフ: なし ナレーション: ［四角枠］駅に向かう途中、コンビニの前を通った。ガラスに自分の姿が映る。スーツを着た女性。段ボールを抱えている。 オノマトペ: なし
2コマ目 (下・大): ガラスに映った自分をぼんやり見つめるミサキの顔のアップ。 セリフ: ［ミサキ（心の声）］の吹き出しに「——この人、誰だろう」 ナレーション: ［四角枠］本気でそう思った。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""駅に向かう途中、コンビニの前を通った。ガラスに自分の姿が映る。スーツを着た女性。段ボールを抱えている。""}, {""panel_id"": 2, ""type"": ""dialogue"", ""speaker"": ""ミサキ（心の声）"", ""text"": ""——この人、誰だろう""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""本気でそう思った。""}]"
"73","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): 自宅の玄関。ひなたを抱いたミサキが帰宅。暗い部屋。 セリフ: ［ミサキ］の吹き出しに「ただいま」 ナレーション: ［四角枠］一時保育にひなたを迎えに行って、家に帰った。誰もいない部屋に声が響く。ケンタの帰宅は、まだ何時間も先だ。 オノマトペ: なし
2コマ目 (下・小): ひなたをベビーチェアに座らせ、テーブルに段ボールを置くミサキ。 セリフ: なし ナレーション: ［四角枠］ひなたをベビーチェアに座らせて、段ボールをテーブルに置いた。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ"", ""text"": ""ただいま""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""一時保育にひなたを迎えに行って、家に帰った。誰もいない部屋に声が響く。ケンタの帰宅は、まだ何時間も先だ。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたをベビーチェアに座らせて、段ボールをテーブルに置いた。""}]"
"74","テンプレ5","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ5: 上中下3段
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上段): 段ボールから〝佐藤ミサキ〟と書かれたマグカップを取り出すミサキ。 セリフ: なし ナレーション: ［四角枠］マグカップを取り出す。〝佐藤ミサキ〟と名前が入ったマグカップ。入社した年に、部署のみんなから贈ってもらったものだ。 オノマトペ: なし
2コマ目 (中段): マグカップを棚にしまおうとして、手を止めるミサキ。 セリフ: なし ナレーション: ［四角枠］棚にしまおうとして、やめた。どこに置けばいいのか、わからなかった。 オノマトペ: なし
3コマ目 (下段): 引き出しから名刺入れを出す。名刺のアップ。〝株式会社ナカムラ電子 経理部 佐藤ミサキ〟 セリフ: なし ナレーション: ［四角枠］引き出しの中から、名刺入れを出した。〝株式会社ナカムラ電子 経理部 佐藤ミサキ〟名刺はまだ何十枚も残っている。もう誰にも渡すことのない名刺。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""マグカップを取り出す。〝佐藤ミサキ〟と名前が入ったマグカップ。入社した年に、部署のみんなから贈ってもらったものだ。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""棚にしまおうとして、やめた。どこに置けばいいのか、わからなかった。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""引き出しの中から、名刺入れを出した。〝株式会社ナカムラ電子 経理部 佐藤ミサキ〟名刺はまだ何十枚も残っている。もう誰にも渡すことのない名刺。""}]"
"75","テンプレ4","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ4: 上大下小
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上・大): ミサキが名刺を見つめる。名刺の情報がフェードアウトしていくような演出。 セリフ: なし ナレーション: ［四角枠］この薄い紙切れ一枚が、〝私は何者であるか〟を証明してくれていた。肩書き。所属。メールアドレス。内線番号。全部、なくなった。 オノマトペ: なし
2コマ目 (下・小): ひなたが〝あー〟と声を出してミサキに手を伸ばしている。 セリフ: なし ナレーション: ［四角枠］ひなたが〝あー〟と声を出した。ミサキを見て、手を伸ばしている。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""この薄い紙切れ一枚が、〝私は何者であるか〟を証明してくれていた。肩書き。所属。メールアドレス。内線番号。全部、なくなった。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたが〝あー〟と声を出した。ミサキを見て、手を伸ばしている。""}]"
"76","テンプレ6","◆【注意】【】で囲まれた単語は感情や状況の指示であり、画像内に文字として描画しないでください
◆【絶対最優先】必ずフルカラーにしてください
◆【絶対最優先】必ず日本のアニメ・マンガ調のイラストで描いてください。実写風・フォトリアル風は禁止です。
◆【絶対最優先】キャラクター外見: ミサキは添付のミサキ.pngと100%同一の外見で描画
◆【絶対最優先】キャラクター外見: ひなたは添付のひなた_赤ちゃん期.pngと100%同一の外見で描画
◆【出力サイズ】9:16
◆【補足情報】上下左右に50ピクセルの余白を設けてください
◆【補足情報】服装: ミサキ: ボーダー柄（白と紺）のカットソーにデニムパンツ、白いスニーカー
◆【コマ構成】テンプレ6: 上1コマ+下左右2コマ
◆【作画】ジャンル: 副業に最適化した統一スタイル / 作画スタイル: 親しみやすく実践的,現代的なライフスタイル表現 / 色調: 明るく前向きな色調,オレンジ・青・黄色基調,活力ある配色 / 線画: 親しみやすい柔らかな線,カジュアルで読みやすい表現 / 演出: 必要に応じて集中線,効果線,擬音などのマンガらしい演出
◆【ストーリー】
1コマ目 (上): ミサキがひなたを抱き上げる。ひなたがミサキの髪をつかんでにこにこ笑っている。 セリフ: ［ミサキ（つぶやき）］の吹き出しに「……どうしたの」 ナレーション: ［四角枠］抱き上げる。ひなたはミサキの髪をつかんで、にこにこ笑っている。 オノマトペ: なし
2コマ目 (下左): ひなたの笑顔のアップ。 セリフ: なし ナレーション: ［四角枠］ひなたにとっては、ミサキは〝ママ〟だ。肩書きなんか関係ない。名刺なんか知らない。ただ〝ママ〟。 オノマトペ: あーう！
3コマ目 (下右): ミサキの表情。嬉しいけれど、心の中に疑問が浮かぶ。 セリフ: なし ナレーション: ［四角枠］——でも、〝ママ〟だけが私のすべてになっていいの？ その問いが、喉の奥に引っかかったまま消えなかった。 オノマトペ: なし","[{""panel_id"": 1, ""type"": ""dialogue"", ""speaker"": ""ミサキ（つぶやき）"", ""text"": ""……どうしたの""}, {""panel_id"": 1, ""type"": ""narration"", ""speaker"": null, ""text"": ""抱き上げる。ひなたはミサキの髪をつかんで、にこにこ笑っている。""}, {""panel_id"": 2, ""type"": ""narration"", ""speaker"": null, ""text"": ""ひなたにとっては、ミサキは〝ママ〟だ。肩書きなんか関係ない。名刺なんか知らない。ただ〝ママ〟。""}, {""panel_id"": 3, ""type"": ""narration"", ""speaker"": null, ""text"": ""——でも、〝ママ〟だけが私のすべてになっていいの？ その問いが、喉の奥に引っかかったまま消えなかった。""}]"
